name,country,relation,bfs_nummer,bezirksnummer,kantonsnummer,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area
Bière,CH,,5425,2227,22,,,,,,
Zell (LU),CH,,1150,315,3,,,,,,
Egolzwil,CH,,1127,315,3,,,,,,
Santa Maria in Calanca,CH,,3810,1847,18,,,,,,
Vals,CH,,3603,1850,18,,,,,,
Nottwil,CH,,1094,314,3,,,,,,
Egg,CH,,192,109,1,,,,,,
Urtenen-Schönbühl,CH,,551,246,2,,,,,,
Bleienbach,CH,,324,244,2,,,,,,
Prez,CH,,2237,1004,10,,,,,,
Hochwald,CH,,2475,1104,11,,,,,,
Grellingen,CH,,2786,1302,13,,,,,,
Denges,CH,,5632,2227,22,,,,,,
Amlikon-Bissegg,CH,,4881,2015,20,,,,,,
Amriswil,CH,,4461,2011,20,,,,,,
Bünzen,CH,,4229,1908,19,,,,,,
Vendlincourt,CH,,6806,2603,26,,,,,,
Echandens,CH,,5633,2227,22,,,,,,
Fideris,CH,,3861,1849,18,,,,,,
Attinghausen,CH,,1203,,4,,,,,,
Renan (BE),CH,,441,241,2,,,,,,
Emmetten,CH,,1504,,7,,,,,,
Münchwilen (TG),CH,,4746,2014,20,,,,,,
Genève,CH,,6621,,25,,,,,,
Männedorf,CH,,155,107,1,,,,,,
Henggart,CH,,31,102,1,,,,,,
Lalden,CH,,6286,2313,23,,,,,,
Hüntwangen,CH,,61,103,1,,,,,,
Soubey,CH,,6759,2602,26,,,,,,
Arbedo-Castione,CH,,5001,2101,21,,,,,,
Provence,CH,,5566,2224,22,,,,,,
Chéserex,CH,,5709,2228,22,,,,,,
Maienfeld,CH,,3953,1845,18,,,,,,
Romanel-sur-Morges,CH,,5645,2227,22,,,,,,
Hägendorf,CH,,2579,1108,11,,,,,,
Stäfa,CH,,158,107,1,,,,,,
Mutrux,CH,,5563,2224,22,,,,,,
Uznach,CH,,3339,1726,17,,,,,,
Lully (FR),CH,,2025,1001,10,,,,,,
Gonten,CH,,3102,,16,,,,,,
Welschenrohr-Gänsbrunnen,CH,,2430,1102,11,,,,,,
Onsernone,CH,,5136,2104,21,,,,,,
Klingnau,CH,,4309,1911,19,,,,,,
Ettingen,CH,,2768,1301,13,,,,,,
Metzerlen-Mariastein,CH,,2477,1104,11,,,,,,
Egerkingen,CH,,2401,1101,11,,,,,,
Villars-sur-Glâne,CH,,2228,1004,10,,,,,,
Wohlen (AG),CH,,4082,1903,19,,,,,,
Bennwil,CH,,2882,1305,13,,,,,,
Oberbuchsiten,CH,,2406,1101,11,,,,,,
Villeret,CH,,448,241,2,,,,,,
Zwischbergen,CH,,6011,2301,23,,,,,,
Langenbruck,CH,,2888,1305,13,,,,,,
Magden,CH,,4253,1909,19,,,,,,
Donneloye,CH,,5913,2224,22,,,,,,
Scuol,CH,,3762,1843,18,,,,,,
Madulain,CH,,3783,1846,18,,,,,,
Cudrefin,CH,,5456,2222,22,,,,,,
Orbe,CH,,5757,2224,22,,,,,,
Puidoux,CH,,5607,2226,22,,,,,,
Cossonay,CH,,5477,2227,22,,,,,,
Bretzwil,CH,,2883,1305,13,,,,,,
Schaan,CH,,7005,,,,,,,,
Le Pâquier (FR),CH,,2145,1003,10,,,,,,
Marly,CH,,2206,1004,10,,,,,,
Hüttwilen,CH,,4821,2012,20,,,,,,
Luterbach,CH,,2527,1106,11,,,,,,
Plasselb,CH,,2300,1006,10,,,,,,
Grancy,CH,,5485,2227,22,,,,,,
Rüschegg,CH,,853,246,2,,,,,,
Staldenried,CH,,6294,2313,23,,,,,,
Collonge-Bellerive,CH,,6616,,25,,,,,,
Lengnau (AG),CH,,4312,1911,19,,,,,,
Payerne,CH,,5822,2222,22,,,,,,
Göschenen,CH,,1208,,4,,,,,,
Aesch (LU),CH,,1021,313,3,,,,,,
Wahlen,CH,,2792,1302,13,,,,,,
Cartigny,CH,,6609,,25,,,,,,
Lachen,CH,,1344,505,5,,,,,,
Neuenkirch,CH,,1093,314,3,,,,,,
Oberhallau,CH,,2972,1406,14,,,,,,
Grüsch,CH,,3961,1849,18,,,,,,
Einsiedeln,CH,,1301,501,5,,,,,,
Dornach,CH,,2473,1104,11,,,,,,
Tresa,CH,,5239,2105,21,,,,,,
Derendingen,CH,,2517,1106,11,,,,,,
Weesen,CH,,3316,1726,17,,,,,,
Fischbach-Göslikon,CH,,4067,1903,19,,,,,,
Morges,CH,,5642,2227,22,,,,,,
Busswil bei Melchnau,CH,,325,244,2,,,,,,
Sirnach,CH,,4761,2014,20,,,,,,
Boswil,CH,,4228,1908,19,,,,,,
Brione sopra Minusio,CH,,5096,2104,21,,,,,,
Feldbrunnen-St. Niklaus,CH,,2544,1107,11,,,,,,
Stans,CH,,1509,,7,,,,,,
Mettmenstetten,CH,,9,101,1,,,,,,
Orselina,CH,,5121,2104,21,,,,,,
Niederbipp,CH,,981,244,2,,,,,,
Lyssach,CH,,415,245,2,,,,,,
Dörflingen,CH,,2915,1402,14,,,,,,
Rüeggisberg,CH,,880,246,2,,,,,,
Escholzmatt-Marbach,CH,,1010,316,3,,,,,,
Russin,CH,,6637,,25,,,,,,
Tafers,CH,,2306,1006,10,,,,,,
Kaiseraugst,CH,,4252,1909,19,,,,,,
Lufingen,CH,,63,103,1,,,,,,
Cugy (FR),CH,,2011,1001,10,,,,,,
Buttwil,CH,,4230,1908,19,,,,,,
Mettauertal,CH,,4184,1906,19,,,,,,
Ropraz,CH,,5798,2222,22,,,,,,
Lyss,CH,,306,243,2,,,,,,
Flawil,CH,,3402,1728,17,,,,,,
La Brillaz,CH,,2234,1004,10,,,,,,
Hospental,CH,,1210,,4,,,,,,
Chamblon,CH,,5904,2224,22,,,,,,
Curtilles,CH,,5669,2222,22,,,,,,
Stammheim,CH,,292,102,1,,,,,,
Zufikon,CH,,4083,1903,19,,,,,,
Oberrieden,CH,,137,106,1,,,,,,
Schönenbuch,CH,,2774,1301,13,,,,,,
Auenstein,CH,,4091,1904,19,,,,,,
Willadingen,CH,,423,245,2,,,,,,
Beatenberg,CH,,571,250,2,,,,,,
Fribourg,CH,,2196,1004,10,,,,,,
Eppenberg-Wöschnau,CH,,2574,1108,11,,,,,,
Crésuz,CH,,2130,1003,10,,,,,,
Attiswil,CH,,971,244,2,,,,,,
Remaufens,CH,,2333,1007,10,,,,,,
Préverenges,CH,,5643,2227,22,,,,,,
Fischenthal,CH,,114,105,1,,,,,,
Ligerz,CH,,740,242,2,,,,,,
La Verrerie,CH,,2338,1007,10,,,,,,
Les Genevez (JU),CH,,6748,2602,26,,,,,,
Alto Malcantone,CH,,5237,2105,21,,,,,,
Ergisch,CH,,6104,2306,23,,,,,,
Aedermannsdorf,CH,,2421,1102,11,,,,,,
Arbon,CH,,4401,2011,20,,,,,,
Châtel-sur-Montsalvens,CH,,2128,1003,10,,,,,,
Oberbipp,CH,,983,244,2,,,,,,
Evolène,CH,,6083,2305,23,,,,,,
Homburg,CH,,4816,2012,20,,,,,,
Oberburg,CH,,418,245,2,,,,,,
Eggiwil,CH,,901,245,2,,,,,,
Lindau,CH,,176,108,1,,,,,,
Oeschgen,CH,,4175,1906,19,,,,,,
Kaltbrunn,CH,,3313,1726,17,,,,,,
Breggia,CH,,5269,2106,21,,,,,,
Bister,CH,,6172,2309,23,,,,,,
Bettwil,CH,,4227,1908,19,,,,,,
Schwarzenburg,CH,,855,246,2,,,,,,
Hasliberg,CH,,783,250,2,,,,,,
Wiedlisbach,CH,,995,244,2,,,,,,
Rüfenach,CH,,4112,1904,19,,,,,,
Roggwil (BE),CH,,337,244,2,,,,,,
Rudolfstetten-Friedlisberg,CH,,4075,1903,19,,,,,,
Matran,CH,,2208,1004,10,,,,,,
Horriwil,CH,,2523,1106,11,,,,,,
Soral,CH,,6639,,25,,,,,,
Bolken,CH,,2514,1106,11,,,,,,
Bremgarten bei Bern,CH,,353,246,2,,,,,,
Conters im Prättigau,CH,,3881,1849,18,,,,,,
Gampelen,CH,,495,243,2,,,,,,
Steinhausen,CH,,1708,,9,,,,,,
Erlinsbach (AG),CH,,4005,1901,19,,,,,,
Wolfenschiessen,CH,,1511,,7,,,,,,
Oberdorf (SO),CH,,2553,1107,11,,,,,,
Oberwil (BL),CH,,2771,1301,13,,,,,,
Trasadingen,CH,,2973,1406,14,,,,,,
Ferrera,CH,,3713,1851,18,,,,,,
Silvaplana,CH,,3790,1846,18,,,,,,
Niederbüren,CH,,3422,1728,17,,,,,,
Campo (Vallemaggia),CH,,5307,2108,21,,,,,,
Dallenwil,CH,,1503,,7,,,,,,
Spiez,CH,,768,249,2,,,,,,
Soyhières,CH,,6724,2601,26,,,,,,
Oberglatt,CH,,92,104,1,,,,,,
Blauen,CH,,2781,1302,13,,,,,,
Niedermuhlern,CH,,877,246,2,,,,,,
Tobel-Tägerschen,CH,,4776,2014,20,,,,,,
Himmelried,CH,,2618,1110,11,,,,,,
Orzens,CH,,5925,2224,22,,,,,,
Schüpfheim,CH,,1008,316,3,,,,,,
Dürrenroth,CH,,952,245,2,,,,,,
Balsthal,CH,,2422,1102,11,,,,,,
Rütschelen,CH,,340,244,2,,,,,,
Stocken-Höfen,CH,,770,247,2,,,,,,
Leytron,CH,,6135,2307,23,,,,,,
Lavizzara,CH,,5323,2108,21,,,,,,
Trimmis,CH,,3945,1845,18,,,,,,
Büren an der Aare,CH,,383,243,2,,,,,,
Ardon,CH,,6021,2302,23,,,,,,
Langnau im Emmental,CH,,902,245,2,,,,,,
Sempach,CH,,1102,314,3,,,,,,
Bourrignon,CH,,6703,2601,26,,,,,,
Pratteln,CH,,2831,1303,13,,,,,,
Breitenbach,CH,,2613,1110,11,,,,,,
Sargans,CH,,3296,1725,17,,,,,,
Schwarzhäusern,CH,,341,244,2,,,,,,
Rüschlikon,CH,,139,106,1,,,,,,
Wilen (TG),CH,,4786,2014,20,,,,,,
Lens,CH,,6240,2311,23,,,,,,
Lamone,CH,,5189,2105,21,,,,,,
Schwaderloch,CH,,4176,1906,19,,,,,,
Rorschach,CH,,3215,1722,17,,,,,,
Porza,CH,,5214,2105,21,,,,,,
Gals,CH,,494,243,2,,,,,,
Grancia,CH,,5186,2105,21,,,,,,
Schönholzerswilen,CH,,4756,2015,20,,,,,,
Prangins,CH,,5725,2228,22,,,,,,
Rumisberg,CH,,987,244,2,,,,,,
Semsales,CH,,2336,1007,10,,,,,,
Wolfwil,CH,,2408,1101,11,,,,,,
Rafz,CH,,67,103,1,,,,,,
Heimberg,CH,,928,247,2,,,,,,
Villars-le-Terroir,CH,,5537,2223,22,,,,,,
Ollon,CH,,5409,2221,22,,,,,,
Lommiswil,CH,,2551,1107,11,,,,,,
Lugano,CH,,5192,2105,21,,,,,,
Collonges,CH,,6211,2310,23,,,,,,
Hölstein,CH,,2886,1305,13,,,,,,
Koblenz,CH,,4310,1911,19,,,,,,
Fieschertal,CH,,6058,2304,23,,,,,,
Vico Morcote,CH,,5233,2105,21,,,,,,
Herbetswil,CH,,2424,1102,11,,,,,,
Goldach,CH,,3213,1722,17,,,,,,
Neftenbach,CH,,223,110,1,,,,,,
Volken,CH,,43,102,1,,,,,,
Tschugg,CH,,501,243,2,,,,,,
Laténa,CH,,6513,,24,,,,,,
Pontresina,CH,,3784,1846,18,,,,,,
Stansstad,CH,,1510,,7,,,,,,
Nendaz,CH,,6024,2302,23,,,,,,
Tenniken,CH,,2863,1304,13,,,,,,
Le Mouret,CH,,2220,1004,10,,,,,,
Zunzgen,CH,,2869,1304,13,,,,,,
Gündlischwand,CH,,578,250,2,,,,,,
Gurbrü,CH,,665,246,2,,,,,,
Hüttikon,CH,,87,104,1,,,,,,
Genolier,CH,,5718,2228,22,,,,,,
Val-de-Ruz,CH,,6487,,24,,,,,,
Marthalen,CH,,35,102,1,,,,,,
Würenlingen,CH,,4047,1902,19,,,,,,
Ferenbalm,CH,,662,246,2,,,,,,
Felsberg,CH,,3731,1844,18,,,,,,
Unterkulm,CH,,4146,1905,19,,,,,,
Suchy,CH,,5929,2224,22,,,,,,
Mathod,CH,,5919,2224,22,,,,,,
Wohlen bei Bern,CH,,360,246,2,,,,,,
Wattenwil,CH,,886,247,2,,,,,,
Wittenbach,CH,,3204,1721,17,,,,,,
Vullierens,CH,,5654,2227,22,,,,,,
Moosseedorf,CH,,544,246,2,,,,,,
Wil (ZH),CH,,71,103,1,,,,,,
Haute-Ajoie,CH,,6809,2603,26,,,,,,
Albinen,CH,,6102,2306,23,,,,,,
Gächlingen,CH,,2901,1401,14,,,,,,
Corcelles (BE),CH,,687,241,2,,,,,,
Freienbach,CH,,1322,503,5,,,,,,
L'Abbaye,CH,,5871,2224,22,,,,,,
Furna,CH,,3862,1849,18,,,,,,
Lotzwil,CH,,331,244,2,,,,,,
Courchavon,CH,,6783,2603,26,,,,,,
Neerach,CH,,88,104,1,,,,,,
Densbüren,CH,,4004,1901,19,,,,,,
Pomy,CH,,5926,2224,22,,,,,,
Mühlau,CH,,4235,1908,19,,,,,,
Vallorbe,CH,,5764,2224,22,,,,,,
Marbach (SG),CH,,3253,1723,17,,,,,,
Hemmiken,CH,,2848,1304,13,,,,,,
Eggenwil,CH,,4066,1903,19,,,,,,
Kandergrund,CH,,564,249,2,,,,,,
Zuoz,CH,,3791,1846,18,,,,,,
Silenen,CH,,1216,,4,,,,,,
Birr,CH,,4092,1904,19,,,,,,
Besenbüren,CH,,4226,1908,19,,,,,,
Burgistein,CH,,863,247,2,,,,,,
Rueyres,CH,,5534,2223,22,,,,,,
Medel (Lucmagn),CH,,3983,1850,18,,,,,,
Cazis,CH,,3661,1851,18,,,,,,
Hermrigen,CH,,737,243,2,,,,,,
Ellikon an der Thur,CH,,218,110,1,,,,,,
Buochs,CH,,1502,,7,,,,,,
Billens-Hennens,CH,,2063,1002,10,,,,,,
Ponte Capriasca,CH,,5212,2105,21,,,,,,
Küsnacht (ZH),CH,,154,107,1,,,,,,
Chur,CH,,3901,1848,18,,,,,,
Schänis,CH,,3315,1726,17,,,,,,
Vétroz,CH,,6025,2302,23,,,,,,
Brissago,CH,,5097,2104,21,,,,,,
Bürglen (UR),CH,,1205,,4,,,,,,
Riemenstalden,CH,,1369,506,5,,,,,,
Eschert,CH,,692,241,2,,,,,,
Seftigen,CH,,883,247,2,,,,,,
Matzingen,CH,,4591,2012,20,,,,,,
Dottikon,CH,,4065,1903,19,,,,,,
Oberengstringen,CH,,245,111,1,,,,,,
Bichelsee-Balterswil,CH,,4721,2014,20,,,,,,
Nusshof,CH,,2854,1304,13,,,,,,
Wachseldorn,CH,,946,247,2,,,,,,
Meienried,CH,,389,243,2,,,,,,
Moiry,CH,,5490,2227,22,,,,,,
Vandoeuvres,CH,,6642,,25,,,,,,
Lichtensteig,CH,,3374,1727,17,,,,,,
Saas-Balen,CH,,6289,2313,23,,,,,,
Hagenbuch,CH,,220,110,1,,,,,,
Nyon,CH,,5724,2228,22,,,,,,
Gommiswald,CH,,3341,1726,17,,,,,,
Oltingen,CH,,2855,1304,13,,,,,,
Diepflingen,CH,,2845,1304,13,,,,,,
Val Mara,CH,,5240,2105,21,,,,,,
Céligny,CH,,6610,,25,,,,,,
Niederhünigen,CH,,617,246,2,,,,,,
Veytaux,CH,,5891,2230,22,,,,,,
Celerina/Schlarigna,CH,,3782,1846,18,,,,,,
Ependes (VD),CH,,5914,2224,22,,,,,,
Plateau de Diesse,CH,,726,241,2,,,,,,
Riggisberg,CH,,879,246,2,,,,,,
Graben,CH,,976,244,2,,,,,,
Bellinzona,CH,,5002,2101,21,,,,,,
Cologny,CH,,6617,,25,,,,,,
Schneisingen,CH,,4318,1911,19,,,,,,
Doppleschwand,CH,,1001,316,3,,,,,,
Chavannes-le-Veyron,CH,,5475,2227,22,,,,,,
Münchenstein,CH,,2769,1301,13,,,,,,
Prilly,CH,,5589,2229,22,,,,,,
Stein am Rhein,CH,,2964,1405,14,,,,,,
Cressier (FR),CH,,2257,1005,10,,,,,,
Fehren,CH,,2616,1110,11,,,,,,
Chippis,CH,,6235,2311,23,,,,,,
Meyriez,CH,,2271,1005,10,,,,,,
Arosa,CH,,3921,1848,18,,,,,,
La Chaux-du-Milieu,CH,,6435,,24,,,,,,
Oeschenbach,CH,,335,244,2,,,,,,
Küblis,CH,,3882,1849,18,,,,,,
Plaffeien,CH,,2299,1006,10,,,,,,
Wünnewil-Flamatt,CH,,2309,1006,10,,,,,,
Oberhofen am Thunersee,CH,,934,247,2,,,,,,
Thalheim (AG),CH,,4117,1904,19,,,,,,
Fontaines-sur-Grandson,CH,,5557,2224,22,,,,,,
Le Bémont (JU),CH,,6741,2602,26,,,,,,
Schübelbach,CH,,1346,505,5,,,,,,
Hohentannen,CH,,4495,2015,20,,,,,,
Ersigen,CH,,405,245,2,,,,,,
Deisswil bei Münchenbuchsee,CH,,535,246,2,,,,,,
Les Ponts-de-Martel,CH,,6437,,24,,,,,,
Obergösgen,CH,,2497,1105,11,,,,,,
Wettingen,CH,,4045,1902,19,,,,,,
Beinwil (Freiamt),CH,,4224,1908,19,,,,,,
Pregny-Chambésy,CH,,6634,,25,,,,,,
Eriswil,CH,,953,244,2,,,,,,
Laax,CH,,3575,1850,18,,,,,,
Amsoldingen,CH,,921,247,2,,,,,,
Bütschwil-Ganterschwil,CH,,3395,1727,17,,,,,,
Tegerfelden,CH,,4320,1911,19,,,,,,
Meinier,CH,,6629,,25,,,,,,
Weinfelden,CH,,4946,2015,20,,,,,,
Basse-Allaine,CH,,6807,2603,26,,,,,,
Horgen,CH,,295,106,1,,,,,,
Sattel,CH,,1371,506,5,,,,,,
Thörigen,CH,,989,244,2,,,,,,
Moudon,CH,,5678,2222,22,,,,,,
Isérables,CH,,6134,2307,23,,,,,,
Troistorrents,CH,,6156,2308,23,,,,,,
Courgenay,CH,,6784,2603,26,,,,,,
Bretonnières,CH,,5748,2224,22,,,,,,
Schleitheim,CH,,2952,1404,14,,,,,,
Weggis,CH,,1069,312,3,,,,,,
Cheseaux-Noréaz,CH,,5909,2224,22,,,,,,
Arnex-sur-Orbe,CH,,5743,2224,22,,,,,,
Hunzenschwil,CH,,4200,1907,19,,,,,,
Roggwil (TG),CH,,4431,2011,20,,,,,,
Schlierbach,CH,,1100,314,3,,,,,,
Saint-Cergue,CH,,5727,2228,22,,,,,,
Oberbalm,CH,,357,246,2,,,,,,
Lupfig,CH,,4104,1904,19,,,,,,
Freienwil,CH,,4028,1902,19,,,,,,
Hautemorges,CH,,5656,2227,22,,,,,,
Cugnasco-Gerra,CH,,5138,2104,21,,,,,,
Rickenbach (LU),CH,,1097,314,3,,,,,,
Zofingen,CH,,4289,1910,19,,,,,,
Gland,CH,,5721,2228,22,,,,,,
Vaduz,CH,,7001,,,,,,,,
Damphreux-Lugnez,CH,,6811,2603,26,,,,,,
Oberhof,CH,,4173,1906,19,,,,,,
Schenkon,CH,,1099,314,3,,,,,,
Affeltrangen,CH,,4711,2015,20,,,,,,
Sisikon,CH,,1217,,4,,,,,,
Ossingen,CH,,37,102,1,,,,,,
Küssnacht (SZ),CH,,1331,504,5,,,,,,
Inkwil,CH,,980,244,2,,,,,,
Häutligen,CH,,609,246,2,,,,,,
Bettwiesen,CH,,4716,2014,20,,,,,,
Senarclens,CH,,5499,2227,22,,,,,,
Salgesch,CH,,6113,2306,23,,,,,,
Bad Ragaz,CH,,3291,1725,17,,,,,,
Schwyz,CH,,1372,506,5,,,,,,
Reichenburg,CH,,1345,505,5,,,,,,
Loveresse,CH,,696,241,2,,,,,,
Valsot,CH,,3764,1843,18,,,,,,
Syens,CH,,5688,2222,22,,,,,,
Bolligen,CH,,352,246,2,,,,,,
Vouvry,CH,,6159,2308,23,,,,,,
Niederwil (AG),CH,,4072,1903,19,,,,,,
Berg am Irchel,CH,,23,102,1,,,,,,
Möhlin,CH,,4254,1909,19,,,,,,
Attalens,CH,,2321,1007,10,,,,,,
Boniswil,CH,,4192,1907,19,,,,,,
Oftringen,CH,,4280,1910,19,,,,,,
Rhäzüns,CH,,3723,1844,18,,,,,,
Pierrafortscha,CH,,2216,1004,10,,,,,,
Cadempino,CH,,5162,2105,21,,,,,,
Buchegg,CH,,2465,1103,11,,,,,,
Oberthal,CH,,620,246,2,,,,,,
Rupperswil,CH,,4206,1907,19,,,,,,
Faoug,CH,,5458,2222,22,,,,,,
L'Abergement,CH,,5741,2224,22,,,,,,
Madiswil,CH,,332,244,2,,,,,,
Grolley-Ponthaux,CH,,2239,1004,10,,,,,,
Nebikon,CH,,1137,315,3,,,,,,
Riedholz,CH,,2554,1107,11,,,,,,
Signy-Avenex,CH,,5728,2228,22,,,,,,
Niederglatt,CH,,89,104,1,,,,,,
Schmiedrued,CH,,4143,1905,19,,,,,,
Hermenches,CH,,5673,2222,22,,,,,,
Lumnezia,CH,,3618,1850,18,,,,,,
Ascona,CH,,5091,2104,21,,,,,,
Sorens,CH,,2153,1003,10,,,,,,
Rovray,CH,,5928,2224,22,,,,,,
Boningen,CH,,2571,1108,11,,,,,,
Trachselwald,CH,,958,245,2,,,,,,
Bure,CH,,6778,2603,26,,,,,,
Messen,CH,,2457,1103,11,,,,,,
Courtelary,CH,,434,241,2,,,,,,
Opfikon,CH,,66,103,1,,,,,,
Saint-Oyens,CH,,5436,2227,22,,,,,,
Pont-en-Ogoz,CH,,2122,1003,10,,,,,,
Zweisimmen,CH,,794,248,2,,,,,,
Saas-Grund,CH,,6291,2313,23,,,,,,
Giffers,CH,,2294,1006,10,,,,,,
Saint-Imier,CH,,443,241,2,,,,,,
Wiliberg,CH,,4288,1910,19,,,,,,
Höri,CH,,60,103,1,,,,,,
Les Bois,CH,,6742,2602,26,,,,,,
Arbaz,CH,,6261,2312,23,,,,,,
Bassersdorf,CH,,52,103,1,,,,,,
Würenlos,CH,,4048,1902,19,,,,,,
Eschlikon,CH,,4724,2014,20,,,,,,
Fiez,CH,,5556,2224,22,,,,,,
Aesch (ZH),CH,,241,111,1,,,,,,
Leibstadt,CH,,4311,1911,19,,,,,,
Mörschwil,CH,,3214,1722,17,,,,,,
Evilard,CH,,372,242,2,,,,,,
Roggenburg,CH,,2790,1302,13,,,,,,
Greng,CH,,2261,1005,10,,,,,,
Arzier-Le Muids,CH,,5702,2228,22,,,,,,
Nuvilly,CH,,2035,1001,10,,,,,,
Rohrbach,CH,,338,244,2,,,,,,
Onex,CH,,6631,,25,,,,,,
Bottighofen,CH,,4643,2013,20,,,,,,
Bitsch,CH,,6173,2309,23,,,,,,
Avers,CH,,3681,1851,18,,,,,,
Novazzano,CH,,5260,2106,21,,,,,,
Mülligen,CH,,4107,1904,19,,,,,,
Hildisrieden,CH,,1088,314,3,,,,,,
Gryon,CH,,5405,2221,22,,,,,,
Granges (Veveyse),CH,,2328,1007,10,,,,,,
Gy,CH,,6624,,25,,,,,,
Berikon,CH,,4062,1903,19,,,,,,
Dintikon,CH,,4194,1907,19,,,,,,
Frutigen,CH,,563,249,2,,,,,,
Le Grand-Saconnex,CH,,6623,,25,,,,,,
Unterseen,CH,,593,250,2,,,,,,
Kirchberg (SG),CH,,3392,1727,17,,,,,,
Chessel,CH,,5403,2221,22,,,,,,
Muntelier,CH,,2274,1005,10,,,,,,
Büren (SO),CH,,2472,1104,11,,,,,,
Toffen,CH,,884,246,2,,,,,,
Cureglia,CH,,5180,2105,21,,,,,,
Aefligen,CH,,401,245,2,,,,,,
Castaneda,CH,,3805,1847,18,,,,,,
Jorat-Menthue,CH,,5804,2223,22,,,,,,
Therwil,CH,,2775,1301,13,,,,,,
Lausanne,CH,,5586,2225,22,,,,,,
Törbel,CH,,6296,2313,23,,,,,,
Jonschwil,CH,,3405,1728,17,,,,,,
Wil (SG),CH,,3427,1728,17,,,,,,
Seuzach,CH,,227,110,1,,,,,,
Sursee,CH,,1103,314,3,,,,,,
Hemishofen,CH,,2962,1405,14,,,,,,
Gunzgen,CH,,2578,1108,11,,,,,,
Schmitten (FR),CH,,2305,1006,10,,,,,,
Vex,CH,,6089,2305,23,,,,,,
Diepoldsau,CH,,3234,1723,17,,,,,,
Müllheim,CH,,4831,2012,20,,,,,,
Stüsslingen,CH,,2499,1105,11,,,,,,
Denens,CH,,5631,2227,22,,,,,,
Sonvilier,CH,,445,241,2,,,,,,
Tamins,CH,,3733,1844,18,,,,,,
Bachs,CH,,81,104,1,,,,,,
Belp,CH,,861,246,2,,,,,,
Seewis im Prättigau,CH,,3972,1849,18,,,,,,
Alpnach,CH,,1401,,6,,,,,,
Hochdorf,CH,,1031,313,3,,,,,,
Buchillon,CH,,5623,2227,22,,,,,,
Bonaduz,CH,,3721,1844,18,,,,,,
Mont-sur-Rolle,CH,,5859,2228,22,,,,,,
Boulens,CH,,5661,2223,22,,,,,,
Rickenbach (BL),CH,,2857,1304,13,,,,,,
Mont-Noble,CH,,6090,2305,23,,,,,,
Regensberg,CH,,95,104,1,,,,,,
Arboldswil,CH,,2881,1305,13,,,,,,
Oetwil am See,CH,,157,107,1,,,,,,
Erlach,CH,,492,243,2,,,,,,
Cornol,CH,,6782,2603,26,,,,,,
Courrendlin,CH,,6708,2601,26,,,,,,
Ingenbohl,CH,,1364,506,5,,,,,,
Nods,CH,,724,241,2,,,,,,
Rothrist,CH,,4282,1910,19,,,,,,
Vionnaz,CH,,6158,2308,23,,,,,,
Masein,CH,,3663,1851,18,,,,,,
Kerns,CH,,1404,,6,,,,,,
Volketswil,CH,,199,109,1,,,,,,
Berg (TG),CH,,4891,2015,20,,,,,,
Oberbüren,CH,,3424,1728,17,,,,,,
Arogno,CH,,5144,2105,21,,,,,,
Cressier (NE),CH,,6452,,24,,,,,,
Vernayaz,CH,,6219,2310,23,,,,,,
Oberdorf (NW),CH,,1508,,7,,,,,,
Cademario,CH,,5161,2105,21,,,,,,
Andeer,CH,,3701,1851,18,,,,,,
Hauptwil-Gottshaus,CH,,4486,2015,20,,,,,,
Hedingen,CH,,5,101,1,,,,,,
Vacallo,CH,,5268,2106,21,,,,,,
Läufelfingen,CH,,2852,1304,13,,,,,,
Hellsau,CH,,408,245,2,,,,,,
Giebenach,CH,,2826,1303,13,,,,,,
Emmen,CH,,1024,313,3,,,,,,
Gontenschwil,CH,,4135,1905,19,,,,,,
Vaulion,CH,1685176,5765,2224,22,0.9999965203227492,3.2878726449079466e-05,0.015,0.0003479682732945907,13151406.7718261,13151402.447811043
Tujetsch,CH,,3986,1850,18,,,,,,
Bioley-Magnoux,CH,,5903,2224,22,,,,,,
Bonvillars,CH,,5551,2224,22,,,,,,
Büttikon,CH,,4064,1903,19,,,,,,
Udligenswil,CH,,1067,312,3,,,,,,
Hersberg,CH,,2827,1303,13,,,,,,
Duggingen,CH,,2785,1302,13,,,,,,
Val Müstair,CH,,3847,1843,18,,,,,,
Bettens,CH,,5471,2223,22,,,,,,
Heimenhausen,CH,,977,244,2,,,,,,
Villmergen,CH,,4080,1903,19,,,,,,
Arnex-sur-Nyon,CH,,5701,2228,22,,,,,,
Jegenstorf,CH,,540,246,2,,,,,,
Saint-George,CH,,5434,2228,22,,,,,,
Döttingen,CH,,4304,1911,19,,,,,,
Löhningen,CH,,2903,1401,14,,,,,,
Le Landeron,CH,,6455,,24,,,,,,
Unterbäch,CH,,6201,2309,23,,,,,,
Seengen,CH,,4208,1907,19,,,,,,
Vitznau,CH,,1068,312,3,,,,,,
Oberegg,CH,,3111,,16,,,,,,
Lommis,CH,,4741,2014,20,,,,,,
Geltwil,CH,,4232,1908,19,,,,,,
Warth-Weiningen,CH,,4621,2012,20,,,,,,
Schwerzenbach,CH,,197,109,1,,,,,,
Onnens (VD),CH,,5565,2224,22,,,,,,
Aadorf,CH,,4551,2014,20,,,,,,
Fällanden,CH,,193,109,1,,,,,,
Court,CH,,690,241,2,,,,,,
Saxon,CH,,6141,2307,23,,,,,,
