name,country,relation,bfs_nummer,bezirksnummer,kantonsnummer,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area
Mont-la-Ville,CH,1685054,5491,2227,22,0.9999976853963002,2.6141841536393707e-05,0.015,0.000231460667953415,19791177.12194749,19791182.29572565
Vernier,CH,,6643,,25,,,,,,
Mellingen,CH,,4033,1902,19,,,,,,
St. Gallen,CH,,3203,1721,17,,,,,,
Subingen,CH,,2532,1106,11,,,,,,
Arisdorf,CH,,2821,1303,13,,,,,,
Schattenhalb,CH,,786,250,2,,,,,,
Rüti bei Büren,CH,,393,243,2,,,,,,
Hubersdorf,CH,,2548,1107,11,,,,,,
Termen,CH,,6010,2301,23,,,,,,
Vechigen,CH,,359,246,2,,,,,,
Savigny,CH,,5611,2226,22,,,,,,
Herzogenbuchsee,CH,,979,244,2,,,,,,
Corcelles-près-Concise,CH,,5555,2224,22,,,,,,
Saint-Sulpice (VD),CH,,5648,2229,22,,,,,,
Tecknau,CH,,2862,1304,13,,,,,,
Bougy-Villars,CH,,5426,2227,22,,,,,,
Frenkendorf,CH,,2824,1303,13,,,,,,
Dietikon,CH,,243,111,1,,,,,,
Zetzwil,CH,,4147,1905,19,,,,,,
Schlossrued,CH,,4142,1905,19,,,,,,
Stallikon,CH,,13,101,1,,,,,,
Neuendorf,CH,,2404,1101,11,,,,,,
Strengelbach,CH,,4285,1910,19,,,,,,
Dizy,CH,,5481,2227,22,,,,,,
Biezwil,CH,,2445,1103,11,,,,,,
Herdern,CH,,4811,2012,20,,,,,,
Develier,CH,,6712,2601,26,,,,,,
Maisprach,CH,,2853,1304,13,,,,,,
Niederönz,CH,,982,244,2,,,,,,
Neunkirch,CH,,2904,1401,14,,,,,,
Schlatt (ZH),CH,,226,110,1,,,,,,
Fontenais,CH,,6790,2603,26,,,,,,
Sarnen,CH,,1407,,6,,,,,,
Spiringen,CH,,1218,,4,,,,,,
Ballwil,CH,,1023,313,3,,,,,,
Zollikon,CH,,161,107,1,,,,,,
Weisslingen,CH,,180,108,1,,,,,,
Villarzel,CH,,5830,2222,22,,,,,,
Altishofen,CH,,1123,315,3,,,,,,
Massongex,CH,,6215,2310,23,,,,,,
Bellach,CH,,2542,1107,11,,,,,,
Meilen,CH,,156,107,1,,,,,,
Wynau,CH,,345,244,2,,,,,,
Kreuzlingen,CH,,4671,2013,20,,,,,,
Buttisholz,CH,,1083,314,3,,,,,,
Conthey,CH,,6023,2302,23,,,,,,
Mergoscia,CH,,5117,2104,21,,,,,,
Wileroltigen,CH,,671,246,2,,,,,,
Lenzburg,CH,,4201,1907,19,,,,,,
Origlio,CH,,5208,2105,21,,,,,,
Lucens,CH,,5675,2222,22,,,,,,
Scharans,CH,,3638,1851,18,,,,,,
Gimel,CH,,5428,2227,22,,,,,,
Rüthi (SG),CH,,3256,1723,17,,,,,,
Visp,CH,,6297,2313,23,,,,,,
Cronay,CH,,5910,2224,22,,,,,,
Epsach,CH,,735,243,2,,,,,,
Rivaz,CH,,5609,2226,22,,,,,,
Embd,CH,,6283,2313,23,,,,,,
Liesberg,CH,,2788,1302,13,,,,,,
Verzasca,CH,,5399,2104,21,,,,,,
Corcelles-le-Jorat,CH,,5785,2222,22,,,,,,
Begnins,CH,,5704,2228,22,,,,,,
Granges-Paccot,CH,,2198,1004,10,,,,,,
Renens (VD),CH,,5591,2229,22,,,,,,
Lüterkofen-Ichertswil,CH,,2455,1103,11,,,,,,
La Grande Béroche,CH,,6417,,24,,,,,,
Kappel (SO),CH,,2580,1108,11,,,,,,
Valeyres-sous-Ursins,CH,,5934,2224,22,,,,,,
Le Mont-sur-Lausanne,CH,,5587,2225,22,,,,,,
Stein (AR),CH,,3005,1501,15,,,,,,
Wenslingen,CH,,2865,1304,13,,,,,,
Kiesen,CH,,611,246,2,,,,,,
Canobbio,CH,,5167,2105,21,,,,,,
Muralto,CH,,5120,2104,21,,,,,,
Wila,CH,,181,108,1,,,,,,
Flerden,CH,,3662,1851,18,,,,,,
Longirod,CH,,5429,2228,22,,,,,,
Wintersingen,CH,,2866,1304,13,,,,,,
Val-de-Travers,CH,,6512,,24,,,,,,
Stetten (SH),CH,,2919,1402,14,,,,,,
Châtonnaye,CH,,2068,1002,10,,,,,,
Realp,CH,,1212,,4,,,,,,
La Ferrière,CH,,435,241,2,,,,,,
Collex-Bossy,CH,,6615,,25,,,,,,
Walliswil bei Niederbipp,CH,,990,244,2,,,,,,
Sevelen,CH,,3275,1724,17,,,,,,
Ufhusen,CH,,1145,315,3,,,,,,
Kestenholz,CH,,2403,1101,11,,,,,,
Wängi,CH,,4781,2014,20,,,,,,
Walkringen,CH,,626,246,2,,,,,,
Cham,CH,,1702,,9,,,,,,
Buchberg,CH,,2933,1403,14,,,,,,
Oberrohrdorf,CH,,4037,1902,19,,,,,,
Boppelsen,CH,,82,104,1,,,,,,
Gisikon,CH,,1055,312,3,,,,,,
Safiental,CH,,3672,1850,18,,,,,,
Otelfingen,CH,,94,104,1,,,,,,
Frick,CH,,4163,1906,19,,,,,,
Dittingen,CH,,2784,1302,13,,,,,,
Binningen,CH,,2765,1301,13,,,,,,
Clarmont,CH,,5629,2227,22,,,,,,
Siselen,CH,,499,243,2,,,,,,
Vinzel,CH,,5863,2228,22,,,,,,
Fey,CH,,5522,2223,22,,,,,,
Pfaffnau,CH,,1139,315,3,,,,,,
Biel-Benken,CH,,2764,1301,13,,,,,,
Römerswil,CH,,1039,313,3,,,,,,
Gamprin,CH,,7009,,,,,,,,
Knutwil,CH,,1089,314,3,,,,,,
Remigen,CH,,4110,1904,19,,,,,,
Vorderthal,CH,,1348,505,5,,,,,,
Maschwanden,CH,,8,101,1,,,,,,
Kölliken,CH,,4276,1910,19,,,,,,
Noville,CH,,5408,2221,22,,,,,,
Val de Bagnes,CH,,6037,2303,23,,,,,,
Lütisburg,CH,,3393,1727,17,,,,,,
Walchwil,CH,,1710,,9,,,,,,
Lancy,CH,,6628,,25,,,,,,
Lostallo,CH,,3821,1847,18,,,,,,
Oppens,CH,,5923,2223,22,,,,,,
St. Stephan,CH,,793,248,2,,,,,,
Lajoux (JU),CH,,6750,2602,26,,,,,,
Balerna,CH,,5242,2106,21,,,,,,
Birrwil,CH,,4132,1905,19,,,,,,
Grüningen,CH,,116,105,1,,,,,,
Rickenbach (TG),CH,,4751,2014,20,,,,,,
Studen (BE),CH,,749,243,2,,,,,,
Lausen,CH,,2828,1303,13,,,,,,
Villarsel-sur-Marly,CH,,2230,1004,10,,,,,,
Wollerau,CH,,1323,503,5,,,,,,
Erstfeld,CH,,1206,,4,,,,,,
Sévaz,CH,,2043,1001,10,,,,,,
Capriasca,CH,,5226,2105,21,,,,,,
Zollikofen,CH,,361,246,2,,,,,,
Melchnau,CH,,333,244,2,,,,,,
Vaulruz,CH,,2155,1003,10,,,,,,
Luthern,CH,,1135,315,3,,,,,,
Grossaffoltern,CH,,303,243,2,,,,,,
Surses,CH,,3543,1841,18,,,,,,
Le Châtelard,CH,,2067,1002,10,,,,,,
Waldstatt,CH,,3007,1501,15,,,,,,
Kilchberg (BL),CH,,2851,1304,13,,,,,,
Buchs (ZH),CH,,83,104,1,,,,,,
Montricher,CH,,5492,2227,22,,,,,,
Thalwil,CH,,141,106,1,,,,,,
Wilderswil,CH,,594,250,2,,,,,,
Fislisbach,CH,,4027,1902,19,,,,,,
Hombrechtikon,CH,,153,107,1,,,,,,
Lavigny,CH,,5637,2227,22,,,,,,
Buchholterberg,CH,,923,247,2,,,,,,
Wassen,CH,,1220,,4,,,,,,
Däniken,CH,,2572,1108,11,,,,,,
Neuenhof,CH,,4034,1902,19,,,,,,
Wallbach,CH,,4261,1909,19,,,,,,
Breil/Brigels,CH,,3981,1850,18,,,,,,
Trélex,CH,,5730,2228,22,,,,,,
Goumoëns,CH,,5541,2223,22,,,,,,
Zeglingen,CH,,2868,1304,13,,,,,,
Treiten,CH,,500,243,2,,,,,,
Corbeyrier,CH,,5404,2221,22,,,,,,
Duillier,CH,,5715,2228,22,,,,,,
Tägerig,CH,,4077,1903,19,,,,,,
Dättlikon,CH,,215,110,1,,,,,,
Aarberg,CH,,301,243,2,,,,,,
Holderbank (AG),CH,,4199,1907,19,,,,,,
Eptingen,CH,,2885,1305,13,,,,,,
Schiers,CH,,3962,1849,18,,,,,,
Langendorf,CH,,2550,1107,11,,,,,,
Penthaz,CH,,5496,2223,22,,,,,,
Dielsdorf,CH,,86,104,1,,,,,,
Wolhusen,CH,,1107,316,3,,,,,,
Laupersdorf,CH,,2426,1102,11,,,,,,
Schluein,CH,,3582,1850,18,,,,,,
Ittigen,CH,,362,246,2,,,,,,
Därligen,CH,,575,250,2,,,,,,
Wittinsburg,CH,,2867,1304,13,,,,,,
Birsfelden,CH,,2766,1301,13,,,,,,
Bettmeralp,CH,,6205,2309,23,,,,,,
Cevio,CH,,5310,2108,21,,,,,,
Baltschieder,CH,,6281,2313,23,,,,,,
Röthenbach im Emmental,CH,,904,245,2,,,,,,
Maur,CH,,195,109,1,,,,,,
Grimisuat,CH,,6263,2312,23,,,,,,
Füllinsdorf,CH,,2825,1303,13,,,,,,
Weiningen (ZH),CH,,251,111,1,,,,,,
Wangen bei Olten,CH,,2586,1108,11,,,,,,
Lauwil,CH,,2889,1305,13,,,,,,
Schmitten (GR),CH,1684160,3514,1841,18,0.9999966658672427,6.57874945301362e-06,0.015,0.00033341384270214094,11348303.67075766,11348304.417334126
Bregaglia,CH,,3792,1846,18,,,,,,
Luzern,CH,,1061,311,3,,,,,,
Corseaux,CH,,5883,2230,22,,,,,,
Lully (VD),CH,,5639,2227,22,,,,,,
Treycovagnes,CH,,5931,2224,22,,,,,,
Muri bei Bern,CH,,356,246,2,,,,,,
Oberried am Brienzersee,CH,,589,250,2,,,,,,
Riaz,CH,,2148,1003,10,,,,,,
Brugg,CH,,4095,1904,19,,,,,,
Hitzkirch,CH,,1030,313,3,,,,,,
Heiden,CH,,3032,1503,15,,,,,,
Planken,CH,,7006,,,,,,,,
Fläsch,CH,,3951,1845,18,,,,,,
Saules (BE),CH,,707,241,2,,,,,,
Ballens,CH,,5423,2227,22,,,,,,
Urnäsch,CH,,3006,1501,15,,,,,,
Rüdlingen,CH,,2938,1403,14,,,,,,
Entlebuch,CH,,1002,316,3,,,,,,
La Punt Chamues-ch,CH,,3785,1846,18,,,,,,
Montagny (FR),CH,,2029,1001,10,,,,,,
Rüderswil,CH,,905,245,2,,,,,,
St. Margrethen,CH,,3236,1723,17,,,,,,
Altnau,CH,,4641,2013,20,,,,,,
Schafisheim,CH,,4207,1907,19,,,,,,
Gordola,CH,,5108,2104,21,,,,,,
Vaz/Obervaz,CH,,3506,1841,18,,,,,,
Sierre,CH,,6248,2311,23,,,,,,
Zuchwil,CH,,2534,1106,11,,,,,,
Ederswiler,CH,,6713,2601,26,,,,,,
Jaberg,CH,,868,246,2,,,,,,
Ziefen,CH,,2834,1303,13,,,,,,
Vufflens-la-Ville,CH,,5503,2223,22,,,,,,
Chavannes-près-Renens,CH,,5627,2229,22,,,,,,
Saint-Aubin (FR),CH,,2041,1001,10,,,,,,
Saas-Fee,CH,,6290,2313,23,,,,,,
Büsserach,CH,,2614,1110,11,,,,,,
Reute (AR),CH,,3035,1503,15,,,,,,
Riehen,CH,,2703,,12,,,,,,
Egliswil,CH,,4195,1907,19,,,,,,
Kradolf-Schönenberg,CH,,4501,2015,20,,,,,,
Krauchthal,CH,,414,245,2,,,,,,
Boltigen,CH,,791,248,2,,,,,,
Suhr,CH,,4012,1901,19,,,,,,
Founex,CH,,5717,2228,22,,,,,,
Bussnang,CH,,4921,2015,20,,,,,,
Mex (VD),CH,,5489,2223,22,,,,,,
Scheuren,CH,,747,242,2,,,,,,
Affoltern im Emmental,CH,,951,245,2,,,,,,
Kernenried,CH,,411,245,2,,,,,,
Mirchel,CH,,615,246,2,,,,,,
Romont (FR),CH,,2096,1002,10,,,,,,
Berneck,CH,,3233,1723,17,,,,,,
Muriaux,CH,,6753,2602,26,,,,,,
Ochlenberg,CH,,985,244,2,,,,,,
Forst-Längenbühl,CH,,948,247,2,,,,,,
St. Niklaus,CH,,6292,2313,23,,,,,,
Eclépens,CH,,5482,2227,22,,,,,,
Buus,CH,,2844,1304,13,,,,,,
Uster,CH,,198,109,1,,,,,,
Wettswil am Albis,CH,,14,101,1,,,,,,
Unterägeri,CH,,1709,,9,,,,,,
Auw,CH,,4223,1908,19,,,,,,
Alchenstorf,CH,,402,245,2,,,,,,
Kappelen,CH,,305,243,2,,,,,,
Echallens,CH,,5518,2223,22,,,,,,
Nunningen,CH,,2621,1110,11,,,,,,
Birmenstorf (AG),CH,,4024,1902,19,,,,,,
Savosa,CH,,5221,2105,21,,,,,,
Villeneuve (VD),CH,,5414,2221,22,,,,,,
Saignelégier,CH,,6757,2602,26,,,,,,
Evionnaz,CH,,6213,2310,23,,,,,,
Balgach,CH,,3232,1723,17,,,,,,
Altendorf,CH,,1341,505,5,,,,,,
Elgg,CH,,294,110,1,,,,,,
Landquart,CH,,3955,1845,18,,,,,,
Perroy,CH,,5860,2228,22,,,,,,
Altbüron,CH,,1122,315,3,,,,,,
Augst,CH,,2822,1303,13,,,,,,
Allaman,CH,,5851,2227,22,,,,,,
Menznau,CH,,1136,315,3,,,,,,
Zürich,CH,,261,112,1,,,,,,
Wattwil,CH,,3379,1727,17,,,,,,
San Vittore,CH,,3835,1847,18,,,,,,
Bonstetten,CH,,3,101,1,,,,,,
Laufen,CH,,2787,1302,13,,,,,,
Sagogn,CH,,3581,1850,18,,,,,,
Salvan,CH,,6218,2310,23,,,,,,
Gipf-Oberfrick,CH,,4165,1906,19,,,,,,
Wildhaus-Alt St. Johann,CH,,3359,1727,17,,,,,,
Bargen (SH),CH,,2931,1403,14,,,,,,
Solothurn,CH,,2601,1109,11,,,,,,
Häfelfingen,CH,,2847,1304,13,,,,,,
Kallern,CH,,4233,1908,19,,,,,,
Fräschels,CH,,2258,1005,10,,,,,,
Grandvillard,CH,,2134,1003,10,,,,,,
Rümlang,CH,,97,104,1,,,,,,
Fahrwangen,CH,,4196,1907,19,,,,,,
Au (SG),CH,,3231,1723,17,,,,,,
Mönchaltorf,CH,,196,109,1,,,,,,
Zillis-Reischen,CH,1684211,3712,1851,18,0.9999969972958865,7.905134436440234e-06,0.014,0.0003002708504573182,24475331.695100147,24475329.760292273
Wiler (Lötschen),CH,,6202,2309,23,,,,,,
Dällikon,CH,,84,104,1,,,,,,
Hochfelden,CH,,59,103,1,,,,,,
Bois-d'Amont,CH,,2238,1004,10,,,,,,
Ostermundigen,CH,,363,246,2,,,,,,
Bossonnens,CH,,2323,1007,10,,,,,,
Hendschiken,CH,,4198,1907,19,,,,,,
Bogis-Bossey,CH,,5705,2228,22,,,,,,
Comano,CH,,5176,2105,21,,,,,,
Champagne,CH,,5553,2224,22,,,,,,
Schlieren,CH,,247,111,1,,,,,,
Belmont-sur-Yverdon,CH,,5902,2224,22,,,,,,
Full-Reuenthal,CH,,4307,1911,19,,,,,,
Fahy,CH,,6789,2603,26,,,,,,
Thunstetten,CH,,342,244,2,,,,,,
Malans,CH,,3954,1845,18,,,,,,
Saxeten,CH,,591,250,2,,,,,,
Guggisberg,CH,,852,246,2,,,,,,
Saint-Saphorin (Lavaux),CH,,5610,2226,22,,,,,,
Brügg,CH,,733,242,2,,,,,,
Lupsingen,CH,,2830,1303,13,,,,,,
Massagno,CH,,5196,2105,21,,,,,,
Niederlenz,CH,,4204,1907,19,,,,,,
Romanel-sur-Lausanne,CH,,5592,2225,22,,,,,,
Grub (AR),CH,,3031,1503,15,,,,,,
Oberiberg,CH,,1368,506,5,,,,,,
Diessbach bei Büren,CH,,385,243,2,,,,,,
Kilchberg (ZH),CH,,135,106,1,,,,,,
Neuenegg,CH,,670,246,2,,,,,,
Botterens,CH,,2123,1003,10,,,,,,
Regensdorf,CH,,96,104,1,,,,,,
Münchenbuchsee,CH,,546,246,2,,,,,,
Eich,CH,,1084,314,3,,,,,,
Interlaken,CH,,581,250,2,,,,,,
Villars-le-Comte,CH,,5690,2222,22,,,,,,
Guttannen,CH,,782,250,2,,,,,,
Mattstetten,CH,,543,246,2,,,,,,
Flurlingen,CH,,29,102,1,,,,,,
Pfeffingen,CH,,2772,1301,13,,,,,,
Valbroye,CH,,5831,2222,22,,,,,,
Münchenwiler,CH,,669,246,2,,,,,,
Muolen,CH,,3202,1721,17,,,,,,
Aarau,CH,,4001,1901,19,,,,,,
Yvorne,CH,,5415,2221,22,,,,,,
Bettingen,CH,,2702,,12,,,,,,
Brig-Glis,CH,,6002,2301,23,,,,,,
Gruyères,CH,,2135,1003,10,,,,,,
Domat/Ems,CH,,3722,1844,18,,,,,,
Monteceneri,CH,,5238,2105,21,,,,,,
Menziken,CH,,4139,1905,19,,,,,,
Flühli,CH,,1004,316,3,,,,,,
Obergerlafingen,CH,,2528,1106,11,,,,,,
Meiringen,CH,,785,250,2,,,,,,
Tägerwilen,CH,,4696,2013,20,,,,,,
Rümlingen,CH,,2859,1304,13,,,,,,
Lema,CH,,5395,2105,21,,,,,,
Zernez,CH,,3746,1843,18,,,,,,
La Chaux (Cossonay),CH,,5474,2227,22,,,,,,
Ecublens (VD),CH,,5635,2229,22,,,,,,
Kandersteg,CH,,565,249,2,,,,,,
Montagny-près-Yverdon,CH,,5922,2224,22,,,,,,
Niederhasli,CH,,90,104,1,,,,,,
Gelterkinden,CH,,2846,1304,13,,,,,,
Morcote,CH,,5203,2105,21,,,,,,
Brünisried,CH,,2292,1006,10,,,,,,
Perly-Certoux,CH,,6632,,25,,,,,,
Villorsonnens,CH,,2114,1002,10,,,,,,
Eglisau,CH,,55,103,1,,,,,,
Brot-Plamboz,CH,,6433,,24,,,,,,
Gibloux,CH,,2236,1004,10,,,,,,
Täuffelen,CH,,751,243,2,,,,,,
Kirchberg (BE),CH,,412,245,2,,,,,,
Böckten,CH,,2842,1304,13,,,,,,
Tartegnin,CH,,5862,2228,22,,,,,,
Les Verrières,CH,,6511,,24,,,,,,
Gurmels,CH,,2262,1005,10,,,,,,
Neunforn,CH,,4601,2012,20,,,,,,
Untersiggenthal,CH,,4044,1902,19,,,,,,
Val-de-Charmey,CH,,2163,1003,10,,,,,,
Cuarnens,CH,,5479,2227,22,,,,,,
Courgevaux,CH,,2250,1005,10,,,,,,
Obfelden,CH,,10,101,1,,,,,,
Gurtnellen,CH,,1209,,4,,,,,,
Dorf,CH,,26,102,1,,,,,,
Luzein,CH,,3891,1849,18,,,,,,
Uzwil,CH,,3408,1728,17,,,,,,
Concise,CH,,5554,2224,22,,,,,,
Merzligen,CH,,741,243,2,,,,,,
Châtillon (FR),CH,,2008,1001,10,,,,,,
Därstetten,CH,,761,249,2,,,,,,
Beggingen,CH,,2951,1404,14,,,,,,
Sufers,CH,,3695,1851,18,,,,,,
Frauenfeld,CH,,4566,2012,20,,,,,,
Autigny,CH,,2173,1004,10,,,,,,
Büttenhardt,CH,,2914,1402,14,,,,,,
Le Chenit,CH,,5872,2224,22,,,,,,
Grono,CH,,3832,1847,18,,,,,,
Tenero-Contra,CH,,5131,2104,21,,,,,,
Untereggen,CH,,3219,1722,17,,,,,,
Trey,CH,,5827,2222,22,,,,,,
Gingins,CH,,5719,2228,22,,,,,,
Grächen,CH,,6285,2313,23,,,,,,
Allschwil,CH,,2762,1301,13,,,,,,
Saicourt,CH,,706,241,2,,,,,,
Crissier,CH,,5583,2229,22,,,,,,
Gerlafingen,CH,,2519,1106,11,,,,,,
St. Silvester,CH,,2303,1006,10,,,,,,
Biel/Bienne,CH,,371,242,2,,,,,,
Schüpfen,CH,,311,243,2,,,,,,
La Roche,CH,,2149,1003,10,,,,,,
Varen,CH,,6116,2306,23,,,,,,
Seedorf (BE),CH,,312,243,2,,,,,,
Les Clées,CH,,5750,2224,22,,,,,,
Muhen,CH,,4009,1901,19,,,,,,
Dübendorf,CH,,191,109,1,,,,,,
Massonnens,CH,,2086,1002,10,,,,,,
Vugelles-La Mothe,CH,,5937,2224,22,,,,,,
Montanaire,CH,,5693,2223,22,,,,,,
Ilanz/Glion,CH,,3619,1850,18,,,,,,
Wikon,CH,,1147,315,3,,,,,,
Bargen (BE),CH,,302,243,2,,,,,,
Dinhard,CH,,216,110,1,,,,,,
Thônex,CH,,6640,,25,,,,,,
Bellmund,CH,,732,242,2,,,,,,
Rebévelier,CH,,715,241,2,,,,,,
Cadenazzo,CH,,5003,2101,21,,,,,,
Châtillon (JU),CH,,6704,2601,26,,,,,,
Rodersdorf,CH,,2479,1104,11,,,,,,
Vulliens,CH,,5803,2222,22,,,,,,
Biberstein,CH,,4002,1901,19,,,,,,
Val-d'Illiez,CH,,6157,2308,23,,,,,,
Pfyn,CH,,4841,2012,20,,,,,,
Bottmingen,CH,,2767,1301,13,,,,,,
