name,relation,bfs_nummer,bezirksnummer,kantonsnummer,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area,geom_type
Aarberg,,301,243,2,,,,,,,
Holderbank (AG),,4199,1907,19,,,,,,,
Eptingen,,2885,1305,13,,,,,,,
Schiers,,3962,1849,18,,,,,,,
Langendorf,,2550,1107,11,,,,,,,
Penthaz,,5496,2223,22,,,,,,,
Dielsdorf,,86,104,1,,,,,,,
Wolhusen,,1107,316,3,,,,,,,
Laupersdorf,,2426,1102,11,,,,,,,
Schluein,,3582,1850,18,,,,,,,
Ittigen,,362,246,2,,,,,,,
Därligen,,575,250,2,,,,,,,
Wittinsburg,,2867,1304,13,,,,,,,
Birsfelden,,2766,1301,13,,,,,,,
Bettmeralp,,6205,2309,23,,,,,,,
Cevio,,5310,2108,21,,,,,,,
Baltschieder,,6281,2313,23,,,,,,,
Röthenbach im Emmental,,904,245,2,,,,,,,
Maur,,195,109,1,,,,,,,
Grimisuat,,6263,2312,23,,,,,,,
Füllinsdorf,,2825,1303,13,,,,,,,
Weiningen (ZH),,251,111,1,,,,,,,
Wangen bei Olten,,2586,1108,11,,,,,,,
Lauwil,,2889,1305,13,,,,,,,
Schmitten (GR),,3514,1841,18,,,,,,,
Bregaglia,,3792,1846,18,,,,,,,
Luzern,,1061,311,3,,,,,,,
Corseaux,,5883,2230,22,,,,,,,
Lully (VD),,5639,2227,22,,,,,,,
Treycovagnes,,5931,2224,22,,,,,,,
Muri bei Bern,,356,246,2,,,,,,,
Oberried am Brienzersee,,589,250,2,,,,,,,
Riaz,,2148,1003,10,,,,,,,
Brugg,,4095,1904,19,,,,,,,
Hitzkirch,,1030,313,3,,,,,,,
Heiden,,3032,1503,15,,,,,,,
Fläsch,,3951,1845,18,,,,,,,
Saules (BE),,707,241,2,,,,,,,
Ballens,,5423,2227,22,,,,,,,
Urnäsch,,3006,1501,15,,,,,,,
Rüdlingen,,2938,1403,14,,,,,,,
Entlebuch,,1002,316,3,,,,,,,
La Punt Chamues-ch,,3785,1846,18,,,,,,,
Montagny (FR),,2029,1001,10,,,,,,,
Rüderswil,,905,245,2,,,,,,,
St. Margrethen,,3236,1723,17,,,,,,,
Altnau,,4641,2013,20,,,,,,,
Schafisheim,,4207,1907,19,,,,,,,
Gordola,,5108,2104,21,,,,,,,
Vaz/Obervaz,,3506,1841,18,,,,,,,
Sierre,,6248,2311,23,,,,,,,
Zuchwil,,2534,1106,11,,,,,,,
Ederswiler,,6713,2601,26,,,,,,,
Jaberg,,868,246,2,,,,,,,
Ziefen,,2834,1303,13,,,,,,,
Vufflens-la-Ville,,5503,2223,22,,,,,,,
Chavannes-près-Renens,,5627,2229,22,,,,,,,
Saint-Aubin (FR),,2041,1001,10,,,,,,,
Saas-Fee,,6290,2313,23,,,,,,,
Büsserach,,2614,1110,11,,,,,,,
Reute (AR),,3035,1503,15,,,,,,,
Riehen,,2703,,12,,,,,,,
Egliswil,,4195,1907,19,,,,,,,
Kradolf-Schönenberg,,4501,2015,20,,,,,,,
Krauchthal,,414,245,2,,,,,,,
Boltigen,,791,248,2,,,,,,,
Suhr,,4012,1901,19,,,,,,,
Founex,,5717,2228,22,,,,,,,
Bussnang,,4921,2015,20,,,,,,,
Mex (VD),,5489,2223,22,,,,,,,
Scheuren,,747,242,2,,,,,,,
Affoltern im Emmental,,951,245,2,,,,,,,
Kernenried,,411,245,2,,,,,,,
Mirchel,,615,246,2,,,,,,,
Romont (FR),,2096,1002,10,,,,,,,
Berneck,,3233,1723,17,,,,,,,
Muriaux,,6753,2602,26,,,,,,,
Ochlenberg,,985,244,2,,,,,,,
Forst-Längenbühl,,948,247,2,,,,,,,
St. Niklaus,,6292,2313,23,,,,,,,
Eclépens,,5482,2227,22,,,,,,,
Buus,,2844,1304,13,,,,,,,
Uster,,198,109,1,,,,,,,
Wettswil am Albis,,14,101,1,,,,,,,
Unterägeri,,1709,,9,,,,,,,
Auw,,4223,1908,19,,,,,,,
Alchenstorf,,402,245,2,,,,,,,
Kappelen,,305,243,2,,,,,,,
Echallens,,5518,2223,22,,,,,,,
Nunningen,,2621,1110,11,,,,,,,
Birmenstorf (AG),,4024,1902,19,,,,,,,
Savosa,,5221,2105,21,,,,,,,
Villeneuve (VD),,5414,2221,22,,,,,,,
Saignelégier,,6757,2602,26,,,,,,,
Evionnaz,,6213,2310,23,,,,,,,
Balgach,,3232,1723,17,,,,,,,
Altendorf,,1341,505,5,,,,,,,
Elgg,,294,110,1,,,,,,,
Landquart,,3955,1845,18,,,,,,,
Perroy,,5860,2228,22,,,,,,,
Altbüron,,1122,315,3,,,,,,,
Augst,,2822,1303,13,,,,,,,
Allaman,,5851,2227,22,,,,,,,
Menznau,,1136,315,3,,,,,,,
Zürich,,261,112,1,,,,,,,
Wattwil,,3379,1727,17,,,,,,,
San Vittore,,3835,1847,18,,,,,,,
Bonstetten,,3,101,1,,,,,,,
Laufen,,2787,1302,13,,,,,,,
Sagogn,,3581,1850,18,,,,,,,
Salvan,,6218,2310,23,,,,,,,
Gipf-Oberfrick,,4165,1906,19,,,,,,,
Wildhaus-Alt St. Johann,,3359,1727,17,,,,,,,
Bargen (SH),,2931,1403,14,,,,,,,
Solothurn,,2601,1109,11,,,,,,,
Häfelfingen,,2847,1304,13,,,,,,,
Kallern,,4233,1908,19,,,,,,,
Fräschels,,2258,1005,10,,,,,,,
Grandvillard,,2134,1003,10,,,,,,,
Rümlang,,97,104,1,,,,,,,
Fahrwangen,,4196,1907,19,,,,,,,
Au (SG),,3231,1723,17,,,,,,,
Mönchaltorf,,196,109,1,,,,,,,
Zillis-Reischen,,3712,1851,18,,,,,,,
Wiler (Lötschen),,6202,2309,23,,,,,,,
Dällikon,,84,104,1,,,,,,,
Hochfelden,,59,103,1,,,,,,,
Bois-d'Amont,1683265,2238,1004,10,0.9995174039387725,0.0025745324175307466,12.204,0.04827063250151814,12281325.784508966,12281009.597795341,MultiPolygon
Ostermundigen,,363,246,2,,,,,,,
Bossonnens,,2323,1007,10,,,,,,,
Hendschiken,,4198,1907,19,,,,,,,
Bogis-Bossey,,5705,2228,22,,,,,,,
Comano,,5176,2105,21,,,,,,,
Champagne,,5553,2224,22,,,,,,,
Schlieren,,247,111,1,,,,,,,
Belmont-sur-Yverdon,,5902,2224,22,,,,,,,
Full-Reuenthal,,4307,1911,19,,,,,,,
Fahy,,6789,2603,26,,,,,,,
Thunstetten,,342,244,2,,,,,,,
Malans,,3954,1845,18,,,,,,,
Saxeten,,591,250,2,,,,,,,
Guggisberg,,852,246,2,,,,,,,
Saint-Saphorin (Lavaux),,5610,2226,22,,,,,,,
Brügg,,733,242,2,,,,,,,
Lupsingen,,2830,1303,13,,,,,,,
Massagno,,5196,2105,21,,,,,,,
Niederlenz,,4204,1907,19,,,,,,,
Romanel-sur-Lausanne,,5592,2225,22,,,,,,,
Grub (AR),,3031,1503,15,,,,,,,
Oberiberg,,1368,506,5,,,,,,,
Diessbach bei Büren,,385,243,2,,,,,,,
Kilchberg (ZH),,135,106,1,,,,,,,
Neuenegg,,670,246,2,,,,,,,
Botterens,,2123,1003,10,,,,,,,
Regensdorf,,96,104,1,,,,,,,
Münchenbuchsee,,546,246,2,,,,,,,
Eich,,1084,314,3,,,,,,,
Interlaken,,581,250,2,,,,,,,
Villars-le-Comte,,5690,2222,22,,,,,,,
Guttannen,,782,250,2,,,,,,,
Mattstetten,,543,246,2,,,,,,,
Flurlingen,,29,102,1,,,,,,,
Pfeffingen,,2772,1301,13,,,,,,,
Valbroye,,5831,2222,22,,,,,,,
Münchenwiler,,669,246,2,,,,,,,
Muolen,,3202,1721,17,,,,,,,
Aarau,,4001,1901,19,,,,,,,
Yvorne,,5415,2221,22,,,,,,,
Bettingen,,2702,,12,,,,,,,
Brig-Glis,,6002,2301,23,,,,,,,
Gruyères,,2135,1003,10,,,,,,,
Domat/Ems,,3722,1844,18,,,,,,,
Monteceneri,,5238,2105,21,,,,,,,
Menziken,,4139,1905,19,,,,,,,
Flühli,,1004,316,3,,,,,,,
Obergerlafingen,,2528,1106,11,,,,,,,
Meiringen,,785,250,2,,,,,,,
Tägerwilen,,4696,2013,20,,,,,,,
Rümlingen,,2859,1304,13,,,,,,,
Lema,,5395,2105,21,,,,,,,
Zernez,,3746,1843,18,,,,,,,
La Chaux (Cossonay),,5474,2227,22,,,,,,,
Ecublens (VD),,5635,2229,22,,,,,,,
Kandersteg,,565,249,2,,,,,,,
Montagny-près-Yverdon,,5922,2224,22,,,,,,,
Niederhasli,,90,104,1,,,,,,,
Gelterkinden,,2846,1304,13,,,,,,,
Morcote,,5203,2105,21,,,,,,,
Brünisried,,2292,1006,10,,,,,,,
Perly-Certoux,,6632,,25,,,,,,,
Villorsonnens,,2114,1002,10,,,,,,,
Eglisau,,55,103,1,,,,,,,
Brot-Plamboz,,6433,,24,,,,,,,
Gibloux,,2236,1004,10,,,,,,,
Täuffelen,,751,243,2,,,,,,,
Kirchberg (BE),,412,245,2,,,,,,,
Böckten,,2842,1304,13,,,,,,,
Tartegnin,,5862,2228,22,,,,,,,
Les Verrières,,6511,,24,,,,,,,
Gurmels,,2262,1005,10,,,,,,,
Neunforn,,4601,2012,20,,,,,,,
Untersiggenthal,,4044,1902,19,,,,,,,
Val-de-Charmey,,2163,1003,10,,,,,,,
Cuarnens,,5479,2227,22,,,,,,,
Courgevaux,,2250,1005,10,,,,,,,
Obfelden,,10,101,1,,,,,,,
Gurtnellen,,1209,,4,,,,,,,
Dorf,,26,102,1,,,,,,,
Luzein,,3891,1849,18,,,,,,,
Uzwil,,3408,1728,17,,,,,,,
Concise,,5554,2224,22,,,,,,,
Merzligen,,741,243,2,,,,,,,
Châtillon (FR),,2008,1001,10,,,,,,,
Därstetten,,761,249,2,,,,,,,
Beggingen,,2951,1404,14,,,,,,,
Sufers,,3695,1851,18,,,,,,,
Frauenfeld,,4566,2012,20,,,,,,,
Autigny,,2173,1004,10,,,,,,,
Büttenhardt,,2914,1402,14,,,,,,,
Le Chenit,,5872,2224,22,,,,,,,
Grono,,3832,1847,18,,,,,,,
Tenero-Contra,,5131,2104,21,,,,,,,
Untereggen,,3219,1722,17,,,,,,,
Trey,,5827,2222,22,,,,,,,
Gingins,,5719,2228,22,,,,,,,
Grächen,,6285,2313,23,,,,,,,
Allschwil,,2762,1301,13,,,,,,,
Saicourt,,706,241,2,,,,,,,
Crissier,,5583,2229,22,,,,,,,
Gerlafingen,,2519,1106,11,,,,,,,
St. Silvester,,2303,1006,10,,,,,,,
Biel/Bienne,,371,242,2,,,,,,,
Schüpfen,,311,243,2,,,,,,,
La Roche,,2149,1003,10,,,,,,,
Varen,,6116,2306,23,,,,,,,
Seedorf (BE),,312,243,2,,,,,,,
Les Clées,,5750,2224,22,,,,,,,
Muhen,,4009,1901,19,,,,,,,
Dübendorf,,191,109,1,,,,,,,
Massonnens,,2086,1002,10,,,,,,,
Vugelles-La Mothe,,5937,2224,22,,,,,,,
Montanaire,,5693,2223,22,,,,,,,
Ilanz/Glion,,3619,1850,18,,,,,,,
Wikon,,1147,315,3,,,,,,,
Bargen (BE),,302,243,2,,,,,,,
Dinhard,,216,110,1,,,,,,,
Thônex,,6640,,25,,,,,,,
Bellmund,,732,242,2,,,,,,,
Rebévelier,,715,241,2,,,,,,,
Cadenazzo,,5003,2101,21,,,,,,,
Châtillon (JU),,6704,2601,26,,,,,,,
Rodersdorf,,2479,1104,11,,,,,,,
Vulliens,,5803,2222,22,,,,,,,
Biberstein,,4002,1901,19,,,,,,,
Val-d'Illiez,,6157,2308,23,,,,,,,
Pfyn,,4841,2012,20,,,,,,,
Bottmingen,,2767,1301,13,,,,,,,
