Name,Country,OSM Relation,BFS Number,Bezirksnummer,Kantonsnummer,IoU,Area Diff [%],Hausdorff Distance [m],Symmetric Diff [%],Area swisstopo [m²],Area OSM [m²]
Elsau,CH,1682117,219,110,1,0.9995045463530803,0.03859790926472553,4.636,0.04954807734242445,8067375.337333914,8064261.499121165
Cortébert,CH,1682414,433,241,2,0.9999971838468724,3.561319400698176e-06,0.011,0.00028161571445534404,14753247.27057251,14753247.795982767
Langenthal,CH,1682524,329,244,2,0.9999969152606106,2.9442392192375063e-05,0.016,0.000308474459782472,21130342.561158158,21130348.782436486
Wetzikon (ZH),CH,1682237,121,105,1,0.9999962089827572,3.208125660630858e-05,0.015,0.0003791023819041646,16808398.593980823,16808393.20163534
Walzenhausen,CH,1683960,3037,1503,15,0.9999945505913417,7.699391858993163e-05,0.016,0.0005449421407379866,7002134.911317528,7002129.520099475
Poliez-Pittet,CH,1685102,5533,2223,22,0.9989120820238601,0.02542118558261348,3.472,0.10886484370653082,5009704.06991354,5010977.5960822925
Wasterkingen,CH,1682232,70,103,1,0.9983106767361506,0.015588956772565396,3.345,0.1690883161917052,3958418.4928353666,3959035.568983092
Pompaples,CH,1685104,5497,2227,22,0.9999915791653784,0.00015238066447788556,0.014,0.0008420863661366883,4441484.311173372,4441477.543210066
Biglen,CH,1682382,603,246,2,0.9992932992151499,0.0017624679447407914,3.406,0.07069568160051101,3589378.073951098,3589441.335589067
Erlenbach (ZH),CH,1682119,151,107,1,0.9976461410028937,0.008961236154076135,3.643,0.23565269958107585,2887728.3472141037,2887469.5710574216
Hagneck,CH,1682468,736,243,2,0.9999891535376076,4.5028531811904596e-05,0.007,0.0010846523659125158,1839276.1952509785,1839277.0234500451
Plan-les-Ouates,CH,1685523,6633,,25,0.9999948220682396,4.561476468329657e-05,0.015,0.0005177943984264882,5853737.590432587,5853734.92026396
Rünenberg,CH,1683702,2860,1304,13,0.9995284589866114,0.032179177955208825,3.424,0.0471728101973392,4972919.656208802,4974519.900874543
Täsch,CH,1685386,6295,2313,23,0.9999981646332939,3.8798973135952285e-06,0.016,0.00018353684261351356,58865573.68948015,58865575.97340396
Ennetmoos,CH,1683069,1506,,7,0.9997576955968768,0.01737308728256842,3.436,0.024231271196500866,14945347.879471142,14942751.411139358
Jussy,CH,1685493,6626,,25,0.9999965341396718,1.6412421858530867e-05,0.015,0.0003465866048486289,11350180.362055449,11350178.499215966
Sumiswald,CH,1682677,957,245,2,0.9999981992550043,7.826105474338537e-06,0.015,0.00018007466941957444,59342499.930292614,59342504.57449925
Unterentfelden,CH,1684446,4013,1901,19,0.9999919214195396,0.00011059766163884754,0.014,0.0008078617559673277,2875296.792949893,2875299.972960911
Maracon,CH,1685040,5790,2226,22,0.9979960664471992,0.0008459855700845306,3.518,0.20059349564896076,4382850.163024959,4382813.084745022
Nürensdorf,CH,1682174,64,103,1,0.9989004616399639,0.026165781529917637,4.056,0.10999992543189915,10140641.83918244,10137988.460993068
Vuarrens,CH,1685196,5539,2223,22,0.9998703793137699,0.004375029084210031,1.919,0.012963192319168199,8968813.25933211,8969205.647520714
Satigny,CH,1685531,6638,,25,0.9999973061245773,1.0359236879816965e-05,0.015,0.0002693878910167459,18921077.0624821,18921075.102402907
Walenstadt,CH,1683959,3298,1725,17,0.9999977779667379,4.1660657919649503e-05,0.016,0.0002222035267324756,48841168.02395484,48841147.676402904
Perrefitte,CH,1682604,701,241,2,0.9989189229152811,0.0011357787780029418,3.293,0.108166790723428,8569419.542994095,8569516.872642662
Poschiavo,CH,1684132,3561,1842,18,0.999999008364997,4.389776266908081e-06,0.017,9.916355173078312e-05,191010956.0994899,191010964.48444352
Bättwil,CH,1683490,2471,1104,11,0.9999912502796037,8.353792634952534e-05,0.012,0.0008749762329609881,1668949.9220844144,1668951.3162905711
Ferpicloz,CH,1683316,2194,1004,10,0.9999896238879846,4.779699288128433e-05,0.01,0.001037616832718628,1018301.2496604989,1018301.7363778747
Schwarzenberg,CH,1682919,1066,312,3,0.9999979984313065,2.0045289610660186e-05,0.015,0.0002001570897695053,39300765.01220579,39300772.89015795
Surpierre,CH,1683406,2044,1001,10,0.9997991504235755,0.007223910553692713,3.073,0.020087700405156828,14792799.132157922,14793867.750735616
Appenzell,CH,1683860,3101,,16,0.9994569253908833,0.03157078431966513,4.372,0.054313636444282234,16883749.582592323,16878419.25042653
Konolfingen,CH,1682513,612,246,2,0.9999961269502697,2.4245635615194747e-05,0.015,0.00038730567617322104,12766961.784998463,12766958.68956743
Roggliswil,CH,1682910,1142,315,3,0.9999950260617791,1.2291867617185066e-05,0.016,0.0004973950896899478,6205557.66557051,6205558.428349443
Hilterfingen,CH,1682480,929,247,2,0.9985667132150238,0.02669951839619745,8.036,0.14345061546693325,2806366.5702180755,2807115.8565767556
Agno,CH,1684611,5141,2105,21,0.9999913952582443,0.0001604607473049812,0.018,0.0008604771872852343,3035208.9617454535,3035204.0914264712
Berg (SG),CH,1683865,3211,1722,17,0.997980682484062,0.0070688674065169715,4.686,0.20214298417197052,3755479.720181402,3755745.1900633
Hüttlingen,CH,1684532,4590,2012,20,0.9990395712604254,0.011448870584785591,3.658,0.09609451783790021,11603516.12461943,11604844.596163822
Riniken,CH,1684405,4111,1904,19,0.9999943677058386,4.364393884096649e-05,0.015,0.0005632308794110781,4757114.564930253,4757112.488738081
Bursins,CH,1684873,5853,2228,22,0.9993877612796727,0.002362731463929053,3.722,0.06124334308371315,3369766.707813404,3369846.3263516705
Uttigen,CH,3411264,885,247,2,0.9993544144081788,0.009484602875110498,2.871,0.06458246749870232,3807341.262767607,3807702.3739664806
Zuzwil (SG),CH,1683969,3426,1728,17,0.9992334748113928,0.041829056598062596,3.812,0.07669794582708074,8967263.5253466,8971014.447081914
Courtepin,CH,6838602,2254,1005,10,0.9999958540859938,4.68692541901718e-06,0.015,0.00041459225058385876,21921684.547080416,21921683.51962741
Othmarsingen,CH,1684397,4205,1907,19,0.9999919052520595,3.506844327363689e-05,0.106,0.0008094782123711189,4722388.736290526,4722390.392358741
Gebenstorf,CH,1684315,4029,1902,19,0.9999940309139713,6.556967803142714e-05,0.013,0.0005969101886727881,5644783.314646091,5644779.613379846
Genthod,CH,1685487,6622,,25,0.9994848963193376,0.003279966150342552,3.559,0.05152279309509757,5300332.030511541,5300158.181415085
Steffisburg,CH,1682674,939,247,2,0.9993399126015425,0.006109752458955898,3.048,0.06602851565610725,14811794.891882438,14810889.927879816
Port,CH,1682609,745,242,2,0.9985142115755296,0.009932931841027214,6.913,0.14869668747304526,2456742.631364383,2456986.6579354657
Ramlinsburg,CH,1683691,2832,1303,13,0.9982020365442142,0.016716336133508033,3.156,0.1799430834419266,2248247.8917166777,2247872.067041984
Servion,CH,1685152,5799,2226,22,0.9999944060667476,6.80592154902531e-05,0.016,0.0005593946996291241,6320806.595939106,6320802.294047724
Diemtigen,CH,1682420,762,249,2,0.9999989394792858,3.734468154631703e-06,0.015,0.0001060521256868338,129942252.60926734,129942247.7566153
Castel San Pietro,CH,1684652,5249,2106,21,0.9999935546317515,8.36332007902893e-06,0.015,0.0006445389291478612,11837284.599020865,11837285.589010864
Borex,CH,1684860,5706,2228,22,0.9972014213702934,0.02700452472126506,3.865,0.2802121737284281,1985321.9120775831,1984785.7853310395
Beringen,CH,2754655,2932,1403,14,0.999996541055918,6.309733615489913e-05,0.015,0.000345895115778353,18678756.60652139,18678768.392319236
Adelboden,CH,1682357,561,249,2,0.9999989200416939,4.47254879241099e-06,0.015,0.00010799588648184611,87618955.09258817,87618951.17378765
Richterswil,CH,1682194,138,106,1,0.9995733232297156,0.026241537216099516,3.664,0.04267118210253983,7534474.468128658,7532497.306207066
Fulenbach,CH,1683506,2575,1108,11,0.9993678701694448,0.02242570244653273,2.885,0.06324005899710265,4484494.795291674,4485500.474750697
Bas-Intyamon,CH,1683272,2162,1003,10,0.9999975649192062,1.7318870717355726e-05,0.015,0.0002435083969935755,33342183.594021056,33342189.368510727
Bex,CH,1684852,5402,2221,22,0.9999986683296674,1.0500066262047516e-05,0.015,0.00013316711496273278,96561582.61750466,96561572.4784745
Villaz,CH,10523801,2117,1002,10,0.99999633003534,3.639045659083405e-05,0.016,0.00036699720611898276,15431135.853990521,15431141.469451316
Wigoltingen,CH,1684570,4951,2015,20,0.9992908232578727,0.042236983705069585,3.86,0.0709578117705398,17132621.121728912,17139857.424120348
Eysins,CH,1684969,5716,2228,22,0.9999887802867505,0.0005219462763839209,0.015,0.0011219746913421439,2383255.663731976,2383243.2244177824
Roveredo (GR),CH,1684142,3834,1847,18,0.9999976212927649,3.373372106626197e-05,0.015,0.00023787104644121777,38796547.7641773,38796560.851696506
Zullwil,CH,1683593,2622,1110,11,0.9999944553149568,0.00010335728077042496,0.011,0.0005544697549800428,3657395.279194477,3657391.4990101694
Bremgarten (AG),CH,3411166,4063,1903,19,0.9999953364156985,5.926853172637364e-07,0.015,0.0004663595161395262,11361103.858002886,11361103.790667292
Menzingen,CH,1683144,1704,,9,0.9999972215262481,8.543893132346783e-06,0.015,0.0002778477492955678,27513450.433759157,27513448.083039355
Rothenburg,CH,1682913,1040,313,3,0.9989956296361977,0.0008503148580015072,3.672,0.10048792694366321,15495054.636955438,15495186.393707272
Niedergesteln,CH,1685347,6198,2309,23,0.9999969728593793,3.996383771340523e-05,0.115,0.00030271445981252013,17621707.30532339,17621700.26301288
Uitikon,CH,1682221,248,111,1,0.9990634984699421,0.016020885018291256,3.283,0.09368651999896711,4378240.922075407,4377539.489131457
Ormalingen,CH,1683688,2856,1304,13,0.9994843838727637,0.007044798090665607,3.116,0.05157309247687777,6930788.644710596,6930300.384644485
Hägglingen,CH,1684333,4068,1903,19,0.9999958042497215,1.3724865817956465e-05,0.015,0.00041957593658562654,7748393.247868487,7748394.311325063
Seelisberg,CH,1683106,1215,,4,0.9997706414941696,0.015424345511131466,3.304,0.022936712095697816,18892340.674051102,18889426.654150397
Walterswil (SO),CH,1683585,2585,1108,11,0.9991005442122952,0.038143320802079994,4.683,0.08996888617281316,4477707.309708455,4475999.363444734
Villars-sous-Yens,CH,1685191,5652,2227,22,0.9999917368618572,0.0002074222635647644,0.017,0.0008263180853546975,3042767.1850604694,3042773.4964370397
Hergiswil bei Willisau,CH,1682856,1132,315,3,0.9992684319200256,0.0020515775654213033,4.153,0.07318282667301007,31341583.35094263,31340940.354049955
Delley-Portalban,CH,1683307,2051,1001,10,0.9999970121743916,7.888328459269029e-05,0.015,0.00029878288923329533,16610889.04008167,16610875.936866796
Monthey,CH,1685341,6153,2308,23,0.999995292002932,1.4882954328626175e-06,0.016,0.00047080081859604057,28696570.42620838,28696570.853298128
Jenaz,CH,1684092,3863,1849,18,0.9994339433833093,0.006875222885578165,3.638,0.05662363364290706,25910874.90190293,25912656.332304038
Corgémont,CH,1682412,431,241,2,0.9999975461279549,6.650643984580515e-06,0.015,0.00024538751359233214,17668629.6416669,17668630.816744555
La Sagne,CH,1685498,6423,,24,0.9999345472290212,0.005888893264411406,3.675,0.006545684036668351,25550306.108639877,25551810.738895345
Meinisberg,CH,1682551,390,242,2,0.999994107154248,6.259176255900559e-05,0.015,0.0005892864960300588,4395595.12585753,4395597.877137994
Schwellbrunn,CH,1683934,3004,1501,15,0.9999963887447703,3.8297034372919756e-05,0.015,0.00036112624426488655,17417610.0808384,17417616.75126652
Obersiggenthal,CH,1684392,4038,1902,19,0.9999953770491941,4.603526828104243e-05,0.015,0.00046229604275214,8360845.449948995,8360841.601011362
Finsterhennen,CH,1682441,493,243,2,0.9983790574425027,0.013268046132642212,3.107,0.16223649714126326,3568893.3222028585,3569366.844615273
Blonay - Saint-Légier,CH,13623865,5892,2230,22,0.9998969821311999,0.006780696643440557,3.414,0.010301968256799746,31244400.800292585,31242282.212256256
Sorvilier,CH,1682670,711,241,2,0.9989752738652701,0.04874703013749047,6.636,0.1025501325514066,6901790.277430862,6905154.695217428
Moutier,CH,1682559,6831,2604,26,0.9993810021496722,0.004495456463704169,4.674,0.06191755711109261,19613200.030161798,19612318.327293303
Movelier,CH,1685619,6718,2601,26,0.9991512117469726,0.03838543751729101,6.662,0.08489856520083072,8082233.0309760505,8079130.630465943
Domleschg,CH,4450590,3673,1851,18,0.9995305157608936,0.00430625378259803,5.397,0.04695843617441591,45944632.64646434,45942654.1539831
Gondiswil,CH,1682453,326,244,2,0.9989831455063002,0.00850093595881074,6.053,0.1017414996278121,9405227.420130985,9406026.95249075
Goms,CH,1685348,6077,2304,23,0.9999989031437077,5.910067279001133e-06,0.03,0.00010968568585733274,129572552.92079258,129572545.26296753
Dürrenäsch,CH,1684296,4134,1905,19,0.999994994833847,4.20863082715208e-06,0.015,0.0005005178574238545,5907448.2354095485,5907447.986786861
Glarus,CH,1683142,1632,,8,0.9999984491976384,9.176582622719575e-06,0.016,0.00015508034928308096,103675089.47161472,103675079.95778447
Etziken,CH,1683502,2518,1106,11,0.9981166379488121,0.08894928122979275,4.575,0.18842988411471956,3368396.142322591,3365399.978165023
Henniez,CH,1685001,5819,2222,22,0.9995543959275515,0.012191394031863489,3.043,0.04457305447957605,2613601.8194564707,2613920.4539527046
Centovalli,CH,1684655,5397,2104,21,0.9999983128435945,3.617867816320928e-06,0.017,0.00016871578596359773,53392464.258365944,53392466.190034725
Zuzgen,CH,1684475,4264,1909,19,0.9999961735883076,5.7106477215521445e-05,0.015,0.00038264201055565405,8394615.738484962,8394620.532354286
Muntogna da Schons,CH,12120535,3715,1851,18,0.999998366071362,3.084848431992452e-05,0.018,0.000163392971918218,53588767.570428506,53588751.039105944
Ferreyres,CH,1684972,5483,2227,22,0.9990979293353558,0.026081475589618285,3.252,0.09023600242259187,3155589.6696345615,3154766.6452851673
Zumikon,CH,1682247,160,107,1,0.9981975610158819,0.0013007527643872207,3.822,0.1804053109307175,5480729.761970504,5480658.471226617
Gurzelen,CH,1682464,867,247,2,0.9986934260042734,0.00600264640451218,4.462,0.13074673616626867,4524312.756835083,4524584.33533211
Rochefort,CH,5818680,6413,,24,0.9999973770112053,3.1381567482379674e-05,0.022,0.00026229926456108063,25853492.12510092,25853500.238332
Avry,CH,1683270,2174,1004,10,0.9999947920154658,4.805729670821469e-07,0.016,0.0005207998085656164,5833051.201783945,5833051.173751878
Eschen,LI,1155949,7007,,,0.9999922042885553,9.988376426452533e-05,0.014,0.0007795745726549768,10381083.490871754,10381093.859888716
Dulliken,CH,1683496,2573,1108,11,0.9989001958819534,0.017232712548090688,3.392,0.11005040505306944,6041879.5060938345,6042920.685821622
Oberkulm,CH,1684387,4140,1905,19,0.9999961477936334,2.5911120101630535e-05,0.014,0.00038522142866238775,9413267.930537641,9413270.3696208
Sutz-Lattrigen,CH,1682678,750,242,2,0.9999925045497436,1.5584858147696717e-05,0.014,0.0007495477761807882,3574798.7553400923,3574798.1982127773
Troinex,CH,1685535,6641,,25,0.9989941611982236,0.011275907371442098,4.318,0.10062881748994948,3429894.9602924916,3429508.2085138313
Niedergösgen,CH,1683557,2495,1105,11,0.9984606816782629,0.016874712251438946,3.524,0.1540374006934093,4325102.387594112,4324372.539011626
Bösingen,CH,1683282,2295,1006,10,0.9999967166193013,5.928835864952548e-05,0.014,0.0003283387062207704,14325593.353528468,14325601.846937634
Visperterminen,CH,1685399,6298,2313,23,0.9999982606131211,2.0549441297437628e-05,0.015,0.00017393882112401476,51649015.25921886,51649004.645634785
Oberwil bei Büren,CH,1682595,391,243,2,0.9991774619417861,0.014947890523487073,3.137,0.08229379831627001,6739027.563961552,6740034.906424161
Kleinbösingen,CH,1683342,2266,1005,10,0.9999945934282322,2.2011010453184603e-05,0.011,0.0005406586978310404,3015563.9183251685,3015564.582081258
Flims,CH,1684080,3732,1844,18,0.9997106360119798,0.004953645941225876,3.615,0.02893986917667635,50505885.349293575,50503383.46655389
Saas-Almagell,CH,1685360,6288,2313,23,0.9999989838126159,1.5500361685924822e-05,0.016,0.00010161878265893941,110376541.9452226,110376524.83645938
Kriens,CH,1682888,1059,312,3,0.9998137836932434,0.00548057507517331,3.529,0.018622854329094128,27301129.18028919,27299632.921408094
Clos du Doubs,CH,1685583,6808,2603,26,0.999998102992097,6.632068293439455e-07,0.016,0.00018970097074131275,61751208.47220276,61751208.881740995
Les Montets,CH,1683354,2050,1001,10,0.9999945722725185,4.148946681152089e-06,0.016,0.0005427742098362929,10285284.859419309,10285284.432688324
Mont-la-Ville,CH,1685054,5491,2227,22,0.9994511938825499,0.018213611544355492,3.745,0.05489067604356996,19791177.12194749,19787572.433826443
Vernier,CH,1685540,6643,,25,0.9991818524603922,0.0022505250526176747,3.476,0.08184915693468554,7686978.052241671,7687151.049608526
Mellingen,CH,1684362,4033,1902,19,0.9999933590539284,7.081158818615145e-05,0.015,0.0006640970474223354,4866599.333741956,4866602.779858235
St. Gallen,CH,1683941,3203,1721,17,0.9999967933209125,9.047842790247548e-06,0.247,0.0003206684371364923,39379013.616972566,39379017.17992381
Subingen,CH,1683581,2532,1106,11,0.9985135076760006,0.04160234216704994,4.575,0.14879074132847808,6271343.877875935,6273952.903814482
Arisdorf,CH,1683615,2821,1303,13,0.9996261814857789,0.022708277576645557,3.552,0.037393084923081,9998091.84207712,10000362.236524986
Schattenhalb,CH,1682649,786,250,2,0.9997559451184478,0.013099055152412015,3.113,0.024410065297213335,31536484.82958455,31540615.81112551
Rüti bei Büren,CH,1682638,393,243,2,0.9993066684965096,0.013522969094327333,3.137,0.06935250453696482,6503124.087246513,6502244.671786029
Hubersdorf,CH,1683527,2548,1107,11,0.9974471617952929,0.09257661911150374,3.361,0.25549176847946786,1354506.535022553,1353252.5786667848
Termen,CH,1685382,6010,2301,23,0.9999961627411106,3.6641382089075674e-05,0.015,0.00038372655485656703,18622119.262534544,18622112.43913267
Vechigen,CH,1682706,359,246,2,0.9999965661894991,1.4027736002367618e-05,0.015,0.00034338166347562944,24822257.16442789,24822260.646428596
Savigny,CH,1685148,5611,2226,22,0.999376865305664,0.005263433390245033,5.353,0.06233453075196327,16010593.778198447,16011436.485137345
Herzogenbuchsee,CH,1682479,979,244,2,0.9986719869321999,0.0036054481982348468,3.969,0.13289194193890388,9822048.555291466,9822402.684164133
Corcelles-près-Concise,CH,1684920,5555,2224,22,0.9999959330712845,0.00013923090098070747,0.01,0.0004066939817725068,8475920.028385352,8475931.829485174
Saint-Sulpice (VD),CH,1685143,5648,2229,22,0.9999369417495858,0.0008141245922043185,3.546,0.006306049534315628,24128549.22020739,24128745.656660333
Tecknau,CH,1683711,2862,1304,13,0.9999906341764238,9.249869863911888e-05,0.015,0.000936587176545895,2344967.927619925,2344970.0966847413
Bougy-Villars,CH,1684862,5426,2227,22,0.9999895442975795,0.0002590549936356593,0.008,0.0010455770626490743,1769298.992136988,1769303.5755943796
Frenkendorf,CH,1683647,2824,1303,13,0.9999930792625301,8.300597078588134e-05,0.013,0.0006920764292186854,4590664.517526515,4590668.328052163
Dietikon,CH,1682103,243,111,1,0.9999935861711287,6.330287246372117e-05,0.015,0.000641385146929241,9335019.635201894,9335025.544537468
Zetzwil,CH,1684472,4147,1905,19,0.9999948042024975,5.1445888624874374e-05,0.015,0.0005195809663750087,5802266.05761892,5802263.072591586
Schlossrued,CH,1684418,4142,1905,19,0.9999942032601074,4.180075090565861e-05,0.016,0.0005796757908163847,7246167.792649985,7246170.8216025345
Stallikon,CH,1682211,13,101,1,0.9991390476734625,0.031303834949483134,3.667,0.08614579191856661,12017466.547371246,12021228.475264344
Neuendorf,CH,1683555,2404,1101,11,0.9989801441121504,0.0412923806924497,3.277,0.1020165537377549,7145615.520368762,7142664.925605273
Strengelbach,CH,1684434,4285,1910,19,0.9999955889565738,4.567155095528984e-05,0.014,0.0004411054163776904,6027833.970627934,6027836.723633197
Dizy,CH,1684944,5481,2227,22,0.9999924119191083,9.482807716731973e-05,0.017,0.0007588106081504598,3038363.9220549613,3038361.0408328767
Biezwil,CH,1683484,2445,1103,11,0.998833286036779,0.009040262012222038,2.626,0.11673422034456413,4155366.0170074967,4154990.3610319924
Herdern,CH,1684528,4811,2012,20,0.9986951913318644,0.000714578014513666,6.507,0.1305655821714192,13726980.258600108,13726882.168617124
Develier,CH,1685597,6712,2601,26,0.9999971883802514,5.538637334200071e-05,0.015,0.0002811622923290486,12470067.62247846,12470060.715760252
Maisprach,CH,1683675,2853,1304,13,0.999463340659603,0.005412015046137268,3.317,0.053678885473147774,5075224.671152996,5074949.999230168
Niederönz,CH,1682580,982,244,2,0.997780329403081,0.0033350029360880037,3.969,0.2222173856944853,2792289.5750750024,2792382.698014315
Neunkirch,CH,1683681,2904,1401,14,0.9999967687791897,1.4168561354251857e-06,0.015,0.0003231226054016031,17914914.32684831,17914914.580676872
Schlatt (ZH),CH,1682202,226,110,1,0.9994242560478147,0.012109061144206167,4.845,0.057587487182818524,8965654.949984077,8964569.293344205
Fontenais,CH,2758672,6790,2603,26,0.9999977254312128,2.7130725838014925e-07,0.014,0.00022745713781008035,19985526.921920825,19985526.97614301
Sarnen,CH,1683100,1407,,6,0.9999983544707657,2.447151878646572e-05,0.016,0.0001645530789953379,76882208.41860892,76882227.232853
Spiringen,CH,1683111,1218,,4,0.9999979056000791,5.894208638112033e-06,0.015,0.0002094402175249905,64681006.397771925,64681010.21020539
Ballwil,CH,1682817,1023,313,3,0.9989995219992115,0.008085284835963512,6.504,0.10010191953772565,8767636.305085948,8768345.193454595
Zollikon,CH,1682246,161,107,1,0.9988573090456188,0.023038629002834814,3.555,0.11432124935030542,7855349.299316517,7853539.534534571
Weisslingen,CH,1682235,180,108,1,0.9993966853915438,0.014420936627393998,6.149,0.060354017256517976,12807870.605802948,12809717.62070633
Villarzel,CH,1685192,5830,2222,22,0.999421333808727,0.003467719534662767,3.262,0.05788236308457243,7657685.287808447,7657419.740759819
Altishofen,CH,1682825,1123,315,3,0.9998371302492439,0.0006489654240219112,6.505,0.01628824865880635,14325348.670999842,14325255.704440096
Massongex,CH,1685335,6215,2310,23,0.9999934336798062,6.922319891065007e-05,0.015,0.0006566339479292289,6636500.462997132,6636495.868999216
Bellach,CH,1683480,2542,1107,11,0.9999951531234053,3.608681117007957e-05,0.016,0.00048468874666727704,5288888.805071371,5288886.896480055
Meilen,CH,1682165,156,107,1,0.9993595430174133,0.013629613948616193,7.379,0.06407058007448489,11944428.447187852,11946056.426673573
Wynau,CH,1682732,345,244,2,0.999994670868298,8.318080259223505e-05,0.015,0.0005329143686484461,5074481.713708173,5074477.492713556
Kreuzlingen,CH,1684537,4671,2013,20,0.9999954032635935,2.773339793131097e-05,0.016,0.0004596746332719829,11568367.360342383,11568364.15204103
Buttisholz,CH,1682820,1083,314,3,0.9992184887899515,0.0014699914318058065,3.641,0.0781810962991974,16712290.739013668,16712045.069771746
Conthey,CH,1685293,6023,2302,23,0.9999983182430097,1.866177147476827e-05,0.015,0.0001681758246685387,84943791.83828795,84943775.98627163
Mergoscia,CH,1684713,5117,2104,21,0.9999969546454401,8.427559947770792e-06,0.016,0.00030453593261956343,12158161.099202646,12158162.123838961
Wileroltigen,CH,1682725,671,246,2,0.9986519809398305,0.01991034046769477,3.143,0.13487939625619108,4154217.9334915536,4153390.8145572254
Lenzburg,CH,1684351,4201,1907,19,0.9999951157664213,4.7434173071844515e-05,0.015,0.0004884244349219458,11314763.454628875,11314758.087564396
Origlio,CH,1684731,5208,2105,21,0.9999910961677733,0.0001618051156738822,0.015,0.0008903864663074777,2077170.6116051527,2077167.2506368419
Lucens,CH,1868686,5675,2222,22,0.9991938221251147,0.002709812518578902,3.378,0.08064920399509291,19277192.810643896,19276670.434859883
Scharans,CH,1684156,3638,1851,18,0.9991287958773359,0.005459665825364888,3.587,0.08715599935747864,14287214.96505201,14286434.930859167
Gimel,CH,1684985,5428,2227,22,0.9993479226294759,0.007432783866204782,6.047,0.0652265800657616,18880220.988595758,18878817.662576213
Rüthi (SG),CH,1683930,3256,1723,17,0.9989826352910164,0.03374984084117221,3.451,0.10180542547009869,9333372.321941147,9336522.320244916
Visp,CH,1685398,6297,2313,23,0.9999956470485616,5.9020220873630164e-05,0.015,0.00043529596264247825,13197631.856884716,13197624.067613244
Cronay,CH,1684932,5910,2224,22,0.9999959801296244,1.3693823033968802e-05,0.007,0.00040198781810197866,6579209.458172971,6579208.557227671
Epsach,CH,1682428,735,243,2,0.9991584027680123,0.035352361871279644,2.638,0.08421003488985139,3413976.5934840105,3415183.51484354
Rivaz,CH,1685120,5609,2226,22,0.999570949679426,0.02411165725194823,3.669,0.04290906457434708,2945789.1081827926,2945078.8296096623
Embd,CH,1685298,6283,2313,23,0.9999965815243298,1.6164808153014896e-05,0.015,0.00034184817882713654,14044647.38676504,14044649.657055346
Liesberg,CH,1683669,2788,1302,13,0.9999958409421615,6.5280855545953355e-06,0.016,0.00041590663508654955,12457849.627024893,12457848.81376581
Verzasca,CH,1684758,5399,2104,21,0.9999991197981861,6.139849842727173e-06,0.015,8.802021758638431e-05,218387496.26139826,218387482.8527339
Corcelles-le-Jorat,CH,1684919,5785,2222,22,0.9999955100228806,3.6953055877781557e-06,0.015,0.00044899872813342675,7940604.428333424,7940604.721763023
Begnins,CH,1684845,5704,2228,22,0.9984310156335381,0.04494403022680795,3.796,0.15698633295667855,4786140.629525504,4783989.545034273
Granges-Paccot,CH,1683328,2198,1004,10,0.9993438324873888,0.0023330265746205805,3.131,0.06563752043725972,3991037.466901062,3990944.354936356
Renens (VD),CH,1685116,5591,2229,22,0.9999923607566779,9.983480700171427e-05,0.016,0.0007639268689095725,2950798.227429441,2950795.281505726
Lüterkofen-Ichertswil,CH,1683546,2455,1103,11,0.99864695570229,0.011976111489760955,3.407,0.13540413577261082,4429439.534894533,4429970.009511604
La Grande Béroche,CH,7859091,6417,,24,0.9999978143823365,3.2664936128300035e-06,0.015,0.00021856200859228452,42249145.82190768,42249147.20197333
Kappel (SO),CH,1683532,2580,1108,11,0.9999953391453289,2.776811216310541e-05,0.015,0.00046608648859383433,5099067.964937355,5099066.549022444
Valeyres-sous-Ursins,CH,1685172,5934,2224,22,0.9999929030104906,2.572340270512484e-06,0.015,0.0007097014600198075,2873067.9476465415,2873067.8737414577
Le Mont-sur-Lausanne,CH,1685023,5587,2225,22,0.9999960675346921,4.458170446652412e-05,0.015,0.0003932473917166411,9796608.695423461,9796613.062918598
Stein (AR),CH,1683944,3005,1501,15,0.9999960081961505,1.232135195768109e-05,0.015,0.00039918115709563037,9363144.209717022,9363143.05605107
Wenslingen,CH,1683720,2865,1304,13,0.9991729715854871,0.03842334255663442,3.581,0.08272115922777523,5916516.640917542,5914243.317461182
Kiesen,CH,1682508,611,246,2,0.9991571716696228,0.0023582737077527294,2.983,0.08431737176263918,4686770.183543862,4686659.656674881
Canobbio,CH,1684647,5167,2105,21,0.9997803495303857,0.006601508065322397,0.757,0.021968184634578312,1276150.8456310306,1276235.0908320306
Muralto,CH,1684725,5120,2104,21,0.999989249695823,9.712567979399117e-05,0.01,0.0010750356740772719,801830.7413010001,801829.9625174418
Wila,CH,1682240,181,108,1,0.9999792168963499,0.0005220642998617939,2.755,0.0020783265370766003,9189259.843536546,9189211.869691482
Flerden,CH,1684079,3662,1851,18,0.9986671606887401,0.04177979281566452,3.379,0.13334495194779825,6093259.514375472,6090713.763174646
Longirod,CH,1685032,5429,2228,22,0.9991399027088331,0.002077402408538579,6.047,0.0860458396292542,9454238.389414424,9454041.986838413
Wintersingen,CH,1683722,2866,1304,13,0.9992993773415039,0.002026069873658739,3.594,0.07008752805988472,6952567.069425973,6952707.933292813
Val-de-Travers,CH,1685536,6512,,24,0.9999987109057233,1.5646065601254696e-05,0.015,0.00012890950063615823,124743749.32045622,124743729.80296737
Stetten (SH),CH,1683710,2919,1402,14,0.999994822372878,7.650129927968218e-05,0.007,0.0005177642506698874,4718890.394391962,4718894.004404426
